behavior	reps
fly; forage; mechanical sound; song; call; duet	1
fly; hop; call; perch	2
fly; land; flap	1
fly; preen; stand	3
flying 0.5 mi from shore	2
flying over nest	1
forage; peck; fly; call	1
found on crotalaria striata	15
from a brood of 3	9
fromma colony of 100 with young on cliff	2
had nest with eggs	2
hop; call; perch	28
hop; perch; forage; take flight	1
hop; perch; perform visual display; call	1
hop; perch; preen	3
in cabin at window	1
land; incubate	1
mate; call; care for young; establish parent young contact; incubate; court; beg; perform nest relief	1
mechanical sound; Social context: troop	1
mechanical sound; bill drumming; song	1
mechanical sound; song; depart; advertise	1
mechanical sound; song; fly; advertise; forage	1
on Rubus procerus	4
on flowers of Chrysothanus	1
on flowers of Dicentra cucullaria	3
on flowers of Prunus gravesii	1
on shrubby tundra above treeline	1
pant; grunts	2
parent of brood of flying young	2
parent of nest with 5 eggs collected	1
perch; Social context: colony; carry food in bill	1
perch; arrive; fly; depart	1
perch; fly; carry nest material	1
perch; hop; lek; perform courtship display; depart	1
perch; song; ruffle	1
perform courtship display; perch; hop	1
perform visual display; Aggression/defense; attack; be displaced	1
perform visual display; song	5
perform visual display; walk	2
pheromone trap 1	25
sit on nest; Social context: colony; rest; perch; brood	1
song mimics E. dybowskii	1
song mimics L. striata.	1
song mimics Ortygospiza atricollis, tape-recorded. Tape 5A: 20-250	1
song recorded, mimics L rubricata., tape 35A	1
song; advertise; call; Syrinx; Aggression/defense; contact	1
song; call; whisper	3
song; duet; Social context: family	5
song; duet; advertise; forage	3
song; mate; advertise; establish parent young contact; forage; Social context: family	1
song; perch; call; take flight	1
stand; displace; be displaced	1
stretch; rest; stand	1
take flight	40
take flight; land; call; emit alarm; fly	1
tape NIA: 150-490, NIB: 0-164	1
tics	1
two young and adults collected	1
vocalize; beg; feed young	2
vocalize; preen; perch; hop; regurgitate; stretch; hop; hop; scratch; arrive; hop; Actions; perform visual display; depart	1
walk; court; sit on nest	1
walk; perform courtship display; stand	1
walk; run; forage; defecate; stretch; scratch	1
whistles; clicks	51
wing flaps; forage; fly; call	1
1 al vuelo - 2 vocalizando	1
1 of 2 nestlings in nest	2
1 of a family seen	2
Aggression/defense; fight; fly	1
Aggression/defense; fly; advertise; perform visual display; call	1
Aggression/defense; forage; contact; call	1
Bandad al vuelo	1
Chirping	4
Flowers solidago	1
Flushed off Quercus alba	2
Forrajeando en guayabo,perchado.	3
In dry riverbed bordered by flowering Acacia karoo	1
Incubación	21
Libando en Palicourea sp.	3
Nesting on brick wall	1
Ochroma pyramidale (Balso) a 50m	1
On Apocynum androsaemi folium var. pumilum	2
On flowers of Heracleum lanatum	1
On flowers of Solidago semperulivens	1
Percha en arbol	7
Percha y forrajeo	1
Percha árbol seco	1
Perchado en dosel	1
Pheromone trap "bin 1"	9
Se oye ardilla	1
Social context: flock; rest	3
Suelo	6
TRAVELING	5700
Vocalizando	5298
With cocoon fragments.	1
al vuelo	8
barks; Aggression/defense; call	1
beg; establish flock contact; call; Syrinx	1
ca 300 in colony	1
call	26784
call; bathe; mechanical sound	1
call; court; emit alarm; Social context: colony	1
call; flush; fly; emit alarm; Social context: mixed; perform visual display	1
call; forage; fly; Social context: family; perform visual display	1
call; forage; fly; mechanical sound	1
call; mechanical sound; advertise; emit alarm	1
call; mechanical sound; bill drumming; establish parent young contact; fly	1
call; mechanical sound; fly; emit alarm; perform visual display	4
call; mechanical sound; scold; emit alarm	1
call; song; advertise; court; copulate; perform visual display	3
call; song; advertise; establish parent young contact; forage; Social context: family	2
call; song; advertise; forage; Social context: mixed; establish flock contact	9
call; song; advertise; mate; forage; establish flock contact	2
call; song; court; forage; emit alarm	1
call; song; depart; lek; advertise; scold	1
call; song; duet; advertise; establish parent young contact; forage; Social context: mixed	1
call; song; duet; advertise; forage; scold	1
call; song; establish flock contact; Social context: family	3
call; song; forage; fight	3
call; song; mate; fly	3
call; song; scold; perform visual display	2
care for young; sit on nest	3
chorus; song	3
depart; fly; song	1
duet; counter singing	2
dusk song; song	2
emit alarm; Social context: mixed	3
en parte alta de Cecropia	2
enter nest cavity; exit nest cavity; feed young	7
female flushed, fluttered over rocks and stayed nearby in water	2
fight; threaten; attack; be displaced	1
flying from a nest of 5 young	1
forage; defecate; walk; stretch	1
forage; stand; rest	1
forage; swim; eat; walk	1
foraging in Acacia flowers	1
from a brood of 4	17
from commercial beehive	42
hold food in bill; call	1
hold food in bill; perch; take flight	1
hop; call; perch; perform courtship display	1
in spring, water temp 11C	1
lek; hop	26
lek; hop; perch; depart	1
mate; Social context: family; perform visual display	1
mated to Icterus g galbula	1
mated with male V. funerea. 1716 hrs.	1
mechanical sound; advertise; fly; perform visual display	1
mechanical sound; song; bill drumming; establish parent young contact; care for young	1
mimicry	29
nectar thieving on the flowers of Impatience campensis	3
on Melilatus officinalis	1
on flowers of Aguilegia caerula (blue)	36
on flowers of Aguilegia caerulea, spurs rosy purple	1
out of nest, being fed by ad Ammodramus sandwichensis	1
perch; Social context: flock; roost; groom; call	10
perch; fight; attack; displace	1
perch; preen; wipe bill	1
perch; scratch; call; take flight	1
perform visual display; call; bill swipes; perch; peck	1
plunge dive; perform courtship display	1
preen; rest; allopreen	1
preen; scratch; bathe; take flight	1
preen; swim; drink; scratch; bathe	1
responded aggressively to playback of Tafelberg song recording	1
run; care for young	1
scratch; walk; forage; eat	1
song tape recorded, tape 1991 #59B	1
song tape recorded. tape #32B. replaced #A83.	1
song; call; take flight	1
song; dawn song; advertise; call; fly	1
song; dawn song; establish flock contact	1
stand; perch; fly; depart	1
stand; sleep; walk	2
stand; take flight; preen; call	1
swim; take flight; perform visual display	1
two other nests seen, one with 2 white eggs, the others with 2 young that scolded	1
vocalize; stand; walk	1
walk; forage; hop	1
walk; stand	51
whistles; call	1
wing flaps; fly; mechanical sound	1
wipe bill; call; perch	3
with group of broodless females	2
8 en la zona+40 aprox.en vuelo.	1
Aggression/defense; fly; land	1
Aggression/defense; forage; advertise; call; song	1
Cabeza clara	1
Captura insecto al vuelo sobre espejo de agua	1
En parte alta de ramas secas	1
Flying around plant	2
Forrajeando en Inga edulis	161
Forrajeando en arboles de sombrío	7
Forrajeando en flor de platano	1
On flowers of Gentianopsis thermalia	3
On flowers of Penstemon	3
On flowers of Rubus	10
Part of flock of 60, all giving same call.	1
Parte baja con material para nido	1
Populus nigra	2
Por todas partes.	1
Reproduction; call	11
Visiting extrafloral nectaries	137
about 2000 nests in colony, both in the mangrove trees and on ground	2
adult male with juvenile	2
arrive; court; vocalize	1
at least 10 individuals seen entering the hollow trunk around 10 am; stayed inside for about 2 min; one bird appeared	1
bathe; preen; perch; depart; arrive	1
beg; call; perform visual display	1
behaviour like Large Cactus-Finch (Geospiza conirostris)	1
bird remained on nest until very near	2
brood; sit on nest; call; walk	1
ca 200 pairs	4
call; advertise; fly; emit alarm	3
call; advertise; mob	2
call; care for young; scold	3
call; contact; song	1
call; duet; court; mate; fly	2
call; fly; Social context: colony	34
call; forage; emit alarm; establish flock contact; perform visual display	1
call; mate; forage; Social context: mixed	10
call; mechanical sound; court; mate; perform visual display	1
call; mechanical sound; feed young; establish parent young contact; beg	1
call; mechanical sound; forage; Social context: family	1
call; mechanical sound; wing flaps; fly	1
call; perch; preen; stretch; scratch	1
call; perform nest relief; fly	1
call; song; advertise; court; mate; forage	1
call; song; carry food in bill; care for young	1
call; song; counter singing; mate; establish parent young contact; care for young	133
call; song; establish parent young contact; forage; care for young; Social context: family	1
call; swim	8
depart; call; beg; perch; fly	1
displaying?	2
eat; walk; forage; song	1
feed young; fly; perch	1
feed young; remove fecal sac	4
female sat on nest until collector climbed above her and three things at nest	1
fight; perform visual display; Aggression/defense; swim	1
first day out of nest, left after parents shot	2
flew to song post of V. funerea (ie. white bill & feet - male purp.).	1
flight song; fly; song	1
fly; perform courtship display; call	4
fly; perform courtship display; perform visual display; call; advertise	1
fly; preen; call	2
forage; forage	1
forage; preen; defecate	1
forage; probe; fly	1
forage; walk; forage; fly	1
forage; walk; run; displace; preen	1
from a brood of 5	14
hop; call; forage; fly; wipe bill; preen	1
in breeding colony of 84, had nest with eggs	2
incubate; take flight	1
land; sit on nest	5
mechanical sound; bill drumming; advertise; scold	2
mechanical sound; call; fly; flycatch; bill snap; forage	1
mechanical sound; snorts; swim	1
nest in area of same species	2
on flowers of Astrogalus	1
on flowers of Eupatorium	3
on flowers of Swertia perennis	5
on lupinus	1
pasó volando	1
perch; Social context: colony; call; care for young; carry food in bill	1
perch; bill swipes; call; depart	1
perch; call	200
perch; forage; hop; take flight	3
perch; walk; forage; take flight	1
perform courtship display; call; preen; depart	1
perform courtship display; call; song	8
posado sobre bromelias	1
preen; bathe	3
preen; sleep; stand	2
rest; song; preen; perform visual display; swim; scratch	1
run; perform visual display	2
scratch; bathe; swim; preen; flap	1
seen ovipositing on Artemesia dracunculoides.	1
song 1992 #4B: 400-420, #7A	1
song; duet; advertise; Social context: family	3
song; duet; mate; forage	1
stand; bob; preen	1
stand; preen; walk; perform visual display	1
subsong; mate; forage; Social context: troop; Social context: mixed	1
surface dive; preen; swim	1
surface dive; swim; call	3
swim; call; fly	1
swim; fly; plunge dive; land; take flight; forage	1
swim; sleep; preen; stretch	1
swim; song; perform courtship display; flap; stretch	1
tape 1996 #26B+29A	1
tape 1996 #5B, 7A	1
trying to get away with 2 chickens-JHF	2
under stone asleep	1
volando en persecución	1
vuelo, posado	2
wade; take flight	1
walk; carry food in bill	2
when flushed bird ran off of nest in mouselike manner	1
with male parent	5
with parent, out of nest	1
1 of 2 together, and collected	2
7 parejas en el Urumea.	1
Aggression/defense; build nest	1
Borde de quebrada	8
Busca artrópodos entre pastos	1
CALLING	1
Canto en sotobosque	2
Canto perchado en arbol	1
Ejemplares sueltos en los bandos de torcaces.	1
Entering very small hole in vertical bank.	2
Flowers soildago	1
Forrajeando en árboles cercanos al punto	9
Forrajeo en arbol de cereza	3
Forrajeo en orilla de quebrada	2
Locomotion; eat	1
On flowers of Linum lewisii 10:25-11:25 AM MDT	4
On flowers of Taraxacum	6
SUNNING	2
Social context: colony; mob; fly; call	1
Sorbus aucuparia;Prunus padus;Physcia lanuginosa;Physcia obscura	1
Taken 15' from male call site	1
The note was that of the Western Wood Pewee	1
Vuelo rápido y suspendido	1
Vuelo y percha en espigas	1
["parto of a mark-/realease-recapture/study, injured in/capture"]	1
at garbage pile	1
bathe; preen; flap; take flight; fly; land; swim	1
bill snap; whisper; song	1
call; advertise; croaks	2
call; arrive; forage; Social context: family	1
call; beg; sit on nest; stand	1
call; copulate; court	5
call; depart; flush; fly	10
call; dusk song; fly; forage	1
call; establish flock contact; forage	11
call; flush; forage; fly	2
call; fly; forage; contact	1
call; forage; stand	1
call; mate; forage; emit alarm; Social context: mixed	1
call; mate; forage; establish flock contact; Social context: mixed	3
call; mechanical sound; bill drumming; mate; advertise	2
call; mechanical sound; scold; emit alarm; perform visual display	1
call; mechanical sound; song; establish parent young contact; beg	1
call; mimicry; fly; establish flock contact	1
call; song; advertise; court; mate; fly; perform visual display	1
call; song; advertise; court; mate; forage; fight; fly	1
call; song; advertise; fly; Social context: mixed; perform visual display	2
call; song; dawn song; advertise; mate	1
call; song; dawn song; advertise; perform visual display	2
call; song; duet; emit alarm	2
call; song; mate; advertise; forage; establish flock contact; Social context: mixed	2
call; song; whisper; establish flock contact	2
call; subsong	20
calling	11709
care for young; yawn	1
duet	138
en la misma rama seca con rupornis magnirostris	1
enter nest cavity; carry food in bill; cling	1
enter nest cavity; cling	2
