reproductiveCondition	reps
lactating, enlarged at horns, K	1
lactating;  emb: 2R, 2L;  CR=15	1
largest ovum 1.25mm	1
larva found wild on Artemesia dracuculoides, ex pupa 15 Sept. 1967, eclosed 1967.	1
larva, emerged 21 Jun 1966	1
larvae wild on Quercus alba, July to soil August 1997, ecl. 10 June 1998	1
lgst testis= 18x34mm	1
lgst testis= 4 x 11 mm	1
lrgst follicle 2.5 mm, oviduct developed	2
lrgst follicle: < 0.5 mm, oviduct somewhat developed	2
lrgst ova: 3.2 mm	2
lrgst ova: 8x5 mm, 2 collapsed follicles	1
lrgst ovum: 1.5 mm, incubating	1
lrgst ovum: 2 mm	46
lt: 9 mm	2
male, female, tetrasporic	1
no brood patch, t: l: 6x3, r: 5x2 mm	4
no emb., non pert.	2
no emb; PRIMIparous	2
no emb; lactating	1049
no ruptured follicles, brood patch nearly formed	1
ov: 10.5x3.5 mm	2
ov: 10x14, enlarged follicles: 3 mm	2
ov: 10x6, lrgst ovum: 2 mm, granular	1
ov: 11x15, lrgst ova: 2x2 mm, oviduct enlarged	2
ov: 11x7, lrgst ovum: 4 mm	2
ov: 12x10, lrgst ovum: 3x4 mm, granular	1
ov: 12x6, lrgst ovum: 3x3 mm	2
ov: 12x9 mm	9
ov: 13x8, lrgst follicle: 4x4 mm, oviduct enlarged	1
ov: 14x10, lrgst ova 3x3 mm	2
ov: 15x20 mm, ova: 8x7, 5x3, 2x3 mm	1
ov: 17x6 mm, small granules	2
ov: 25x12, lrgst ova: 3x3 mm	2
ov: 25x20, lrgst ova: 10x10 mm, brood patch present	2
ov: 30 mm, lrgst ova: 7 mm	2
ov: 3x2 mm, diagram on Munro label	3
ov: 5.2x3.0 mm	1
ov: 5.5x2 mm	1
ov: 5x2, inactive	1
ov: 5x8, lrgst ovum: 0.5x0.5 mm	2
ov: 6 mm	29
ov: 7 mm, granular, no brood patch	1
ov: 7 mm, see label	2
ov: 7, lrgst ovum: 1 mm, had incubating patch	1
ov: 7x7 mm, ova: 2x2 mm	1
ov: 8x14 mm, 4 yolky follicles: 2-3 mm	2
ov: 8x3.5 mm	3
ov: 8x4, lrgst ova: 2x2 mm	8
ov: 9x5, lrgst ovum: 2.5 mm	3
ov: ca 2x1 mm, diagram on Munro label	1
ov: ca 4 mm	11
ov; 15x5 mm, small granules	2
ovary = 4x9mm	1
ovary enlarging, lrgst ovum: 9 mm, oviduct enlarged, no brood patch	1
ovary granular, lrgst ovum: 6 mm, no brood patch	1
ovary half formed	1
ovary minute	23
ovary small, non breeder ?	1
ovary: 8.5 x 3 mm	1
oviduct enlarged, ov: 7x5, lrgst ova: 2.5x2.5 mm	1
oviduct regressing, ova tiny and granular, brood patch thick but not watery	1
ovipositing on Crataegus	1
p; 1 emb; cr-28	4
plac scar-2; CR-4	2
pregnant; 1 emb; CR-7; lactating	4
pregnant; 1 emb; emb WT-1.4	4
pregnant; 4 emb 2L 2R; 1 resorbed emb; CR-32; mammary tissue present	2
pregnant; 5 emb 2L 3R; CR-8	4
pregnant; 7 emb; CR-30	2
reared Prunus serotina, from "yellow" larva	1
reared S.A. Hessel	8
rt: 6, lt: 7 mm	1
st 404	1
t: 1, enlarging: 3x2, 3x2 mm, see label	1
t: 1.7x1.2 mm	1
t: 10.3x6.1 mm	2
t: 10x9 mm, cloaca enlarged	41
t: 11.5x6.2 mm	2
t: 12x11 mm	3
t: 12x4 mm, brood patch regrowing	2
t: 13.5x5x5 mm	2
t: 13x11 mm, cloaca enlarged	3
t: 13x4 mm, cloaca enlarged	1
t: 15.9x13 mm	2
t: 17x5 mm	4
t: 18.6x11 mm	2
t: 24x13, 19x10 mm	2
t: 2x1 mm, see diagram on Munro label	5
t: 2x3, 2x3.5 mm	1
t: 30 mm	4
t: 4.5x1.5 mm	4
t: 4x2 mm, black	6
t: 5x2, 5x3 mm, brood patch regrowing	2
t: 6x2.5 mm, from drawing	4
t: 6x4, 5x2 mm, brood patch regrowing	2
t: 7x4 mm, dark	1
t: 8x4x3 mm	2
t: 9x15 mm	7
t: 9x5 mm, grey	2
t: 9x9 mm, cloaca enlarged	2
t: ca 13x7 mm, see diagram on Munro label	1
t: l 6.8x4.1, r 3.1 mm	2
t: l: 11x6, r: 7x6 mm	2
t: l: 12x6, r: 9x5 mm	2
teats visible; plac scar 3R 2L; mammary tissue present; lactating	2
testes # NC-17	1
testes 10X15	1
testes 6 x 3 mm	1
testes = 1.6x3.4mm	1
testes = 1/2x1/2mm	1
testes = 2.5x3 mm	1
testes = 20mm	1
testes = 6mm	4
testes =7x5mm	1
testes not breeding	1
testes scrotal small	11
testes see label: 5x2.5 mm	2
testes slightly enlarged elongated: 4 mm	2
testes small, tiny unsheathed penis	2
testes smashed by trap	1
testes swelling	1
testes-10X4; scrotal	2
testes-10X6; non-scrotal	14
testes-10x4; non-scrotal	5
testes-12; scrotal	47
testes-17 x 9; scrotal	2
testes-17X16; scrotal	2
testes-17x10; scrotal	10
testes-22X12; scrotal	4
testes-23X15; scrotal	4
testes-25X12	3
testes-30x16	1
testes-5x4; non-scrotal	8
testes-6	215
testes-6X4	442
testes-7x3	25
testes-epididymis wt-5.31	2
testes= 4 x 2mm	1
testis = 2mm	1
testis = 5x3mm	2
vagina closed, pg, 1R, 1L, CRL=38 mm, saved	1
vagina closed; 8 mammae visible; lactating; 6 recent placental scars and old scars	1
vagina open; 8 mammae visible; lactating; 12 placental scars of which 5 are large	1
vagina open; 8 mammae visible; lactating; 5 placental scars	1
vegetative material	1
very small eggs	1
yolk formed, ov: 13x10, lrgst ova: 5x4 mm, from drawing	2
yolked egg in the oviduct	1
"6 eggs & nest also taken"	1
(1.5x1)	2
(no eggs)	1
1 M emb: cr= 212.7 mm *	1
1 emb X  mm, no lact.	1
1 emb, 1L, 0R, 13 mm	3
1 emb, 22x20 mm, 3.1 g	1
1 emb=6	1
1 uterine scar right, 2 scars left, lactating	1
18x10	1
1x2.5 mm	1
1x3 mm	1
2 placental scars, 0L, 2R	1
2 testicules blancs ovales : droit 8 X 5 mm, gauche 8,5 X 5 mm.	1
2+1=3 placental scars	5
2+1=3 placental scars, not lactating	1
3 embs, 0L 3R, 14 mm	1
3 embs, 1R, 2L, 7 mm	1
3 embs., 1L, 2R, CRL=21, VO, mamm. lg.	1
3 embs/2L+2R/cr=X34mm	1
4 emb	6
4 embs, 2L, 2R, CRL=10 mm	1
4 sm. embryo; not lact.	1
5 emb; cr-4	1
5 embryos, CRL=13 mm	1
5 embs/cr= 7mm	1
6 CORPRA LUTEA	2
7 embs, 35 mm	1
7embryos, R=2, L=5, CRL=23mm; vagina opened	1
9no gonad data]	1
Boloria toddi: F1 of CGO Female 68-11. Female Parent ex Forward Township, PA. Male Parent ex (Forw. Tp., PA female x Acton, Mass. male). (Paired October 1968); out November 1968	1
Cystocarpic, spermatangial, cystocarpic	1
Embryo	1
Ex ovis, pair A87, female white spot, male yellow. Ecl. 27 Aug. 1987, reared Dale Schweitzer. Sleeved late April to mid June, on apple at Dedham, Mass	1
Ex ovis, pair A87, female white spot, male yellow. Ecl. by 23 Aug. 1987, reared Dale Schweitzer. Reared indoors on cuttings: oaks, hickory, apple, wild cherry etc. April-June 1987	1
F1 of Cross No. 25, reared in lab 1957-1958, Charles L. Remington	4
Fred Thorne experimental cross: T84, 1958 and 1958	1
Fred Thorne experimental cross: female polyxenes asterias (Osceola, Arkansas) crossed with male zelicaon (La Mesa, California); ex ova 17 Apr. 1964 at Spring Valley, San Diego Co., California; offspring male	1
GONADS NOT FOUND, DECOMPOSED.	2
GONADS NOT SURELY FOUND, ORIGINALLY LABELED FEMALE.	1
HOW SEXED: GONADS DESTROYED.	1
HOW SEXED: GONADS, LEFT TESTES 17 X 8 MM.	1
HOW SEXED: GONADS, LEFT TESTES 5 X 3 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 23 X 18 MM, RIGHT 26 X 17 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 4 X 2 MM, RIGHT 2 X 2 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 6.5 X 4.5 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 7 X 1.5 MM, RIGHT 5 X 1.5 MM.	1
HOW SEXED: GONADS, TESTES 30 X 15 MM.	3
HOW SEXED: GONADS, TESTES BLACK, 1 X 0.5 MM.	2
HOW SEXED: GONADS, TESTES CIRCA 0.3 MM.	1
HOW SEXED: GONADS, TESTES CIRCA 7 X 5.5 MM.	2
HOW SEXED: GONADS, TESTES CIRCA 7.5 X 1 MM, DRAWN.	1
HOW SEXED: GONADS, TESTES DRAWN, 5 X 4 MM.	6
HOW SEXED: GONADS, TESTES LEFT 12 X 3 MM, RIGHT 8 X 2 MM.	1
HOW SEXED: GONADS, TESTES LEFT 15 X 5 MM, RIGHT 13.5 X 4 MM.	1
HOW SEXED: GONADS, TESTES LEFT 29 X 10 MM, RIGHT 22 X 11 MM.	1
HOW SEXED: GONADS, TESTES LEFT 3 X 1 MM, RIGHT 4 X 2 MM	1
HOW SEXED: GONADS, TESTES LEFT 5 X 2 MM, RIGHT 3 X 2 MM, CREAM COLORED.	1
HOW SEXED: GONADS, TESTES LEFT 5 X 2 MM, RIGHT 3 X 2 MM.	4
HOW SEXED: GONADS, TESTES LEFT 6.5 X 5 MM, RIGHT 5 X 5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 7 X 2.5 MM, RIGHT 8 X 2 MM.	1
HOW SEXED: GONADS, TESTES LEFT 9 X 7 MM, RIGHT 8 X 8 MM, PINKISH.	1
HOW SEXED: GONADS, TESTES SMALL OR NOT ENLARGED.	1
HOW SEXED: GONADS. LARGEST OOCYTE 1.5 MM.	1
HOW SEXED: GONADS. LARGEST OVA 2 MM LEFT, RIGHT 2 LARGE AREAS ? PRODUCED EGGS.	1
HOW SEXED: GONADS. OVARY 10 X 3 MM.	3
HOW SEXED: GONADS. OVARY 10 X 6 MM, LARGEST EGG 2 MM.	2
HOW SEXED: GONADS. OVARY 11 X 6 MM.	14
HOW SEXED: GONADS. OVARY 12 X 5 MM, GRANULAR.	1
HOW SEXED: GONADS. OVARY 12 X 9 MM.	1
HOW SEXED: GONADS. OVARY 18 X 7 MM, LARGEST OVA 1.5 MM.	1
HOW SEXED: GONADS. OVARY 19 X 6 MM. LARGEST EGG 1 MM.	1
HOW SEXED: GONADS. OVARY 23 X 8 MM, LARGEST EGG 2 MM.	1
HOW SEXED: GONADS. OVARY 31 X 17 MM, OVA TO 7 MM.	1
HOW SEXED: GONADS. OVARY 4 X 2.5 MM, LARGEST OVUM 1.5 MM.	1
HOW SEXED: GONADS. OVARY 4 X 3 MM, LARGEST EGG 1.5 MM.	1
HOW SEXED: GONADS. OVARY 5 X 5 MM, LARGEST OVUM 1 MM.	1
HOW SEXED: GONADS. OVARY 6.5 X 3 MM, BROOD PATCH.	1
HOW SEXED: GONADS. OVARY 8 X 4 MM, GRANULAR.	3
HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST OVA 1.5 MM.	1
HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST EGG ABOUT 1 MM DIAMETER.	1
HOW SEXED: GONADS. OVARY CIRCA 2 X 3 MM, TRANSPARENT, OVIDUCT PRESENT.	1
HOW SEXED: GONADS. OVARY CIRCA 6 X 4 MM.	3
HOW SEXED: GONADS. OVARY DRAWING.	1
HOW SEXED: GONADS. OVARY DRAWN, ADULT.	6
HOW SEXED: GONADS. OVARY ENLARGED, NEAR BREEDING.	1
HOW SEXED: GONADS. OVARY OPAQUE, DUCT NOT LUMPY. OVARY DRAWN.	1
HOW SEXED: GONADS. OVARY SOMEWHAT ENLARGED, PRE-BREEDING.	3
HOW SEXED: GONADS. POSSIBLE OVARY, CIRCA 1 MM.	1
HOW SEXED: GONADS. TESTES 1.5 X 1 MM.	3
HOW SEXED: OVIDUCT FOUND, USED.	1
HOW SEXED: PLUMAGE. GONADS, TESTES, LEFT 3 X 2 MM, RIGHT CA 2 X 2 MM.	1
HOW SEXED: UNMARKED MEANS. SETTING.	1
J. H. Gerould research: parents	1
Lact. No embs	1
Lact., vag. open, parous	1
Largest eggs: 2mm	1
Larva late August-September 2003	1
Male , carposporangial	2
NON-REPRODUCTIVE.	1
Near-term fetus 65.0 cm S.L.	1
Nicheur sur la colonie.	2
No embs scars	1
Ovaire : 4 mm.	2
Ovary: 22 x 9 mm, large follicle: 2.5	1
Ovary: 4 x 5 mm Largest ovum: 1 mm	1
Ovary: 6.0 x 4.0 mm.  Largest follicle: 2.0 mm. Oviduct undeveloped	1
Ovary: 7 x 3.5 mm	8
Ovary: 8.5 x 5.0 mm. Largest follicle: 1.5 mm.  Oviduct present, thin, undeveloped	1
Plaque incubatrice ?	1
Plus grand follicule : 1,5 x 5 mm. Plaque incubatrice présente.	1
Population Cross: Female of P71-5 Massachusetts x Male England	1
Population Cross: P71-11, Massachusetts female x England male	1
R2 #1	1
Reared in lab; F1 of female no. 157	1
Rotten	2
T 22	1
T=12x8	4
T=4 x 5 mm	1
T=4.5mm: ing.	1
T=6 x 9 mm	2
T=7 x 5 mm, abdom.	1
TA (9 X 5)	7
TA 3x2	6
TA=7x5	30
TOO DECOMPOSED TO SEX.	7
TS (5x3)	3
TS 12 X 8	4
TS 13x7	1
TS=17x8	4
TS=20x2	1
TS=25x10	1
TS=40x20	1
TSS (9 X 6)	2
Testes not much developed	1
Testes white 2.5 x 2mm	1
Testes: 1 x 1 mm	6
Testes: 7.7 x 5.9 mm	1
Testes: L 1.2 x 1 mm, R 1 x 1 mm	2
Testes: L 10 x 5 mm, R 7 x 5 mm	2
Testes: L 14 x 10, R 10 x 5	2
Testes: L 3 x 3 mm, R 3 x 3 mm	2
Testes: L 3.5 x 1.5 mm, R 10 x 1.5 mm (unusually long)	2
Testes: left: 0.0061g, right: 0.0054g.  Testes: L 3.5 x 2.0, R 3.0 x 2.0 mm	1
Testes: left: 0.0150g, right: 0.0067g.  Testes: L 4.0 x 3.0, R 2.5 x 2.0 mm.	1
Testicules : 10 mm.	2
Testicules jaunâtre crèmeux.	1
Testicules noirs : 2 x 2 mm.	1
Testicules noirs : 3 x 3 mm. Pas de plaque incubatrice.	1
Testicules roses transparents.	1
Testis R: 5x3mm	1
Tetraspores irregularly cruciate	2
VA, mammae large	1
VC, 5 embs, 3L, 2R, 12 mm, mammae large	1
VC, mamm. very lg., lactating, NE	1
VO, 5 placental scars, 2L, 3R, mammae large	1
VO, mamm. lg., R2, L1, CRL=18 (discarded)	1
Vegetativo	29680
With eggs	1
[no gonad meas.]	2
breeding bird eggs taken	1
brood patch 0, lrgst follicle 8.8 mm, oviduct well developed	2
brood patch 2, lrgst follicle 4 mm, oviduct developed	2
brood patch 4, lrgst follicle 2 mm, oviduct developed	4
brood patch 5, t: l 6.3x2.3, r 4.5x1.5 mm	2
brood patch downy, t: l: 6x4, r: 6x3 mm	2
brood patch downy: 85x65 mm, t: l: 7x4 mm	2
brood patch edinatous, l t: 15x7, r t: 13x7 mm	2
brood patch present, lrgst follicle: 3 mm	2
brood patch present, t: l: 6x3, r: 5x3 mm	2
brood patch vascular, 4 recently ruptured follicle, none enlarged	1
brood patch: 35x70 mm, t: l: 39x9, r: 25x9 mm	2
brood patch: 95x60 mm, t: l: 6x4, r: 6x4 mm	2
check sex and repro. here!!!	1
cr = 11	1
ecl. 8 June 2001, to soil 7/31/2000	1
eggs 44 1/2	1
emerged 5-9-1972, reared by R. Wielgus	1
enlarged oviduct, brood patch present, ov: 8x6 mm	1
estrus	2
ex larva on Amorpha fruticosa	1
ex ova, emerged Holliston	1
ex ovis CONN. C87	1
ex ovis DUPLICATA-A14	2
flor y fruto	2
fully developed	1
glands enlaerged	2
gonads=male, testes 3 X 3mm	1
gonads=not visible	1
gonads=ova 0.3mm	2
gonads=ova 9, 3 mm, others smaller than 1 mm; two raptured follicles 6, 4 mm; unshelled egg 18 x 13 mm in o; brood patch=bare	1
gonads=ovary 10 x 8, unshelled egg in oviduct10 x 6 mm	1
gonads=ovary 11 x 5 mm; brood patch=dry	1
gonads=ovary 18 x 10 mm, oviduct 6 mm diam., 3 yolk sacs (largest 4 mm)	1
gonads=ovary 2 x 4 mm	1
gonads=ovary 20 x 15 mm, ova 8 x 8 mm	1
gonads=ovary 21 x 5 mm	1
gonads=ovary 4mm	13
gonads=ovary 6 x 5 mm; three raptured follicles 5, 4, 3 mm; unshelled egg in oviduct 15 x 10 mm	1
gonads=ovary 7 x 4 mm; granular; oviduct not enlarged; brood patch=bare	1
gonads=ovary 8 x 5 mm; largest ova 1 mm; brood patch=dry	1
gonads=ovary 8 x 5 mm; yolk sac 4 mm	1
gonads=ovary 8 x 6, lg ova 1 mm	2
gonads=ovary 8x15mm	3
gonads=ovary 9 x 6 mm; largest ova 3 mm; oviduct 4 mm at cloaca; brood patch=bare	1
gonads=paired testes 1mm each	1
gonads=testes (L) 12 x 8 mm; (R) 11 x 9 mm; one seminal vesicle 6 x 5 mm, tubules enlarged	1
gonads=testes (L) 8 x 4 mm; (R) 7 x 4 mm; one seminal vesicle 3 x 2 mm; tubules enlarged	1
gonads=testes (L) 8 x 5 mm; (R) 10 x 5 mm; one seminal vesicle 6 x 4 mm, tubules enlarged	1
gonads=testes (L) 9 x 8 mm; (R) 8 x 7 mm; one seminal vesicle 3 x 2 mm, tubules visible	1
gonads=testes 1x1.5mm	3
gonads=testes 2x7mm	2
gonads=testes 4 x 2 (L) and 3 x 2 mm	2
gonads=testes [L] 3 x 2 mm, white; [R] 1 x 1 mm, brown	1
gonads=testis (L) 2.8 x 1.9 mm	1
gonads=testis (L) 6 x 5 mm; one seminal vesicle 4 mm, tubules visible	1
gonads=testis 2.5 mm	1
gonads=testis [L] 6 x 3 mm	2
harti X harti Ex. Pupa dark phase	1
in desert thorn and brush country	1
incubating 4 eggs	1
lactating, no young in pouch	1
lrgst follicle 30 mm, egg entering, oviduct highly developed, brood patch 2, few old contour feathers	2
lrgst ova: 2 mm, brood patch active	1
lrgst ova: 2x3 mm, ov: 9x6 mm, brood patch present	1
lrgst ovum: 18 mm, enlarged oviduct	2
lrgst ovum: 1x1, ov: 6x9 mm, see label	1
lt: 2.5x1, rt: 2.5x0.7 mm	1
lt: 7x3, rt: 3.5x3.5 mm	1
near breeding	6
no brood patch, ov: 3x5 mm, granular	1
no emb; 2 young	1
no emb; 3 plac scar; lactating	10
no embryo, lactating	9
no embs, much lacteal tissue	1
no embs.	52
ov: 10x5, lrgst ovum: 0.5x0.5 mm	2
ov: 10x6, ovum: 3 mm	1
ov: 12x7, yolked ovum: 8 mm	1
ov: 12x8, lrgst ova: 8x8 mm	1
ov: 13x9 mm, small granules	2
ov: 14x9, ova: 6x6, 4x5 mm	1
ov: 15x1 mm	1
ov: 17x14 mm, 1 collapsed follicle	2
ov: 19x21 mm, granular	1
ov: 2.8x4, lrgst ovum: 1x1 mm, oviduct slightly enlarged	1
ov: 2x5 mm	19
ov: 30x12 mm, lrgst ovum: 4 4 mm	2
ov: 3x4 mm, small granules	1
ov: 4: 7x5 mm, see label	1
ov: 4x5 mm, smooth	1
ov: 4x7, lrgst follicle: 1.5 mm	1
ov: 5x1.5 mm, from drawing, see original label	1
ov: 6.5x4 mm	3
ov: 6x3 mm, diagram on Munro label), brood patch	1
ov: 6x3 mm, lrgst ovum, < 1 mm	1
ov: 6x7 mm, granular	3
ov: 7x13 mm, granular	2
ov: 7x4 mm: granular	1
ov: 7x4, lrgst ovum: 0.5 mm	1
ov: 7x4, lrgst ovum: 1 mm	6
ov: 8x14 mm, lrgst ovum: 2x3 mm	2
ov: 8x5, lrgst ovum: 1x2 mm, oviduct enlarged	1
ov: 8x6 mm, granular, old brood patch	1
ov: ca 3x8 mm	2
ov: ca 5x6 mm, see original label	2
ov: damaged	2
ov: smooth, small	1
ova = 1 1/2mm	8
ova minute	4
ova: 2x2 mm, ov: 18x 0 mm	2
ovary = 10x4mm, ova = 2mm	1
ovary absolutely undeveloped	2
ovary enlarged, lgst. follicle= 2mm	1
ovary enlarging	30
ovary granular, no ova enlarged	7
ovary granular, ova enlarging, lrgst ova: 4 mm	1
ovary grey, brood patch down covered	2
ovary large, granular, brood patch defeathering	1
ovary: 20 x 10 mm, largest ova: 4, 4, 3.5, 3.5 mm	1
oviduct enlarged, ov: 10x8, lrgst ova: 1x1 mm	1
oviduct enlarged, ov: 8x7, lrgst ova: 2x2 mm	1
plac scars	1
plugged	3
pregnant; 1 emb; CR-20; lactating	2
pregnant; 5 emb; CR-11; lactating	2
pregnant; 6 emb; CR-14-16	2
pregnant; 6 emb; lactating	2
pregnant; CR-4	4
pregnant; vagina perforate; emb; 2 R emb; CR-12	2
rt: 11x6, lt: 14x9 mm, measurement from label	1
see drawing on label	7
shelless egg in oviduct: 19x14, ov: 18x18, 1 collapsed follicle, ova: 11, 9, 6 and 3 mm	1
shelless egg: 20x15 mm	1
t: 0.25 in	4
t: 10x6.5 mm	1
t: 10x8, cloacal protuberance: 5.36 mm	1
t: 11 mm, oval, enlarged	2
t: 14x18 mm	2
t: 14x6.5 mm, from drawing	1
t: 18x16 mm	2
t: 19 mm	8
t: 1x8 mm, cloaca enlarged	1
t: 2, : enlarging see label	1
t: 24x6 mm	2
t: 2x1.5, 3x1.5 mm, see label	1
t: 3.5x2.5, 3.5x2 mm, measurement from label, enlarging	1
t: 32x20, 30x20 mm	2
t: 3x1.5 mm, black	4
t: 3x10 mm	10
t: 3x7 mm	36
t: 4 mm, long	2
t: 4.6X3.5 mm	2
t: 4x3 mm, cloaca enlarged	2
t: 4x3, 3x3 mm, 3 : enlarging, see label	1
t: 57 mm	2
t: 6x1, 4x1 mm	2
t: 6x5, cloacal protuberance: 3.58 mm	1
t: 7 mm, much enlarged	1
t: 7 x 5 mm	1
t: 7.4x3 mm	1
t: 7x2, 5x2 mm, from drawing	2
t: 7x5 mm, vascularized, cloaca enlarged	1
t: 7x5, 6x4 mm, from drawing	2
t: 8x6, cloacal protuberance: 3.35 mm	1
t: ca 7x3 mm, penis undeveloped	2
t: l 28.9x10.6, 21.8x9.8 mm, vas deferens developed	2
t: l 7.1x3.8, r 8.4x3.4 mm	2
testes 12x5 mm	2
testes 46	1
testes 7 x 5 mm	1
testes = 1 1/2x4mm	1
testes = 1 x 4 mm	2
testes = 16x11mm	1
testes = 1x6mm	1
testes = 2.6x1.4 mm	1
testes = 5.0x9.3mm	1
testes = 6x4 mm, epid -	1
testes = 6x8.5mm	1
testes = 9x4mm	1
testes enlarged, from drawing 6.5x4.5 mm	2
testes slightly enlarged slightly or not enlarged	2
testes-15X8;	6
testes-16X5; scrotal	2
testes-25X13	3
testes-2X4; scrotal	2
testes-30x17	1
testes-6; slightly scrotal	5
testes-6X5	103
testes-7	169
testes-7x4	196
testes: L 2 x 1 mm, R 1.5 x 1 mm	1
testes: L: 5 x 3 mm, R: 5 x 5 mm	1
testes= 1.63x1.63mm,epid-	1
testes= 1.6x2.4mm	1
testes= 1x4mm	2
testes= 3.7x7.0mm	1
testes= 3x2 mm	4
testes= 4.0x1.0mm	1
testes= 5.5x3.4 mm	1
testes= 7.7x3.2 mm	1
three or four empty follicles, lrgst ovum: 4 mm	2
vagina closed, non-breeding, 6 embryos, CRL=10 mm	1
vagina closed; 8 mammae visible, uterus damaged by trap	1
vagina open; 10 mammae small but visible, little lacteral tissue; not lactating; 11 embryos; cr-6-8	1
vagina open; 8 mammae conspicuous; 3 embryos; cr-26	1
vegetative; with previous yrs fruit	1
young OF ROMM 96701, FN32127	2
1 Emb; CR-16	1
1 emb, 4x4 mm, 12 g	1
1 p-scar R, 2 p-scar L	1
1 young; mother of ROMM 59129	2
1+0=1 this year, 3+3=5 last year placental scars	1
18 kg	1
1TA/1TS (7 X 4)	1
2 embs, 22 mm	2
2 embs.	4
3 Embryo	2
3 X 22 mm	1
3 embs: 1X2; CR=5 mm	1
3.3 mm ; no sc. Emb < 1mm	1
4 embs/2 R/2 L/cr < 2 mm	1
4 embs:2(R)&2(L)=5mm	1
4 ruptured follicles, shelled egg in oviduct	2
595F	1
6 embryos, R=1, L=5, CRL=11	1
6 embs, 2L, 4R	1
6 embs, 2L, 4R, 15 mm	2
6 embs, 3L, 3R, 6 mm	1
7 embs, 3L, 4R, 4 mm	3
7 mm	1
8 embs, 17 mm	1
Adult Male	152
Adult, tissue taken from left leg	1
Bred. ecl. 26 Jul 1952	1
Carposporic	83
Cross 1-70 Large-eye male (F1 23-69) X Large-eye Sib Female	1
Cross 4-78: normal red dorsal male (13-70) X broken-eye female (13-70)	1
Emerged	1
Emerged from pupal shell, Number 292	1
F1 of Cross No. 127, reared in lab 1957-1958, Charles L. Remington	2
Fred Thorne experimental cross: No. 23, 04-05 Sep. 1966	1
GONADS DECOMPOSED, TWO SIMILAR DUCTS.	29
Gestante	15
Gonads not found.	18
Grappe ovarienne peu développée.	1
HOW SEXED: GONADS, LEFT TESTES DAMAGED. RIGHT TESTES 6 X 4 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 7 X 4 MM, RIGHT 5 X 3 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 8 X 6 MM, RIGHT 7 X 6.	1
HOW SEXED: GONADS, TESTES 11 X 8 MM	1
HOW SEXED: GONADS, TESTES 13 X 9 X 3 MM.	1
HOW SEXED: GONADS, TESTES 18 X 7 MM.	3
HOW SEXED: GONADS, TESTES 2 X 0.5 MM, NOT DISTINCT.	1
HOW SEXED: GONADS, TESTES 6.6 X 3.5 MM.	1
HOW SEXED: GONADS, TESTES APPROXIMATELY 1 X 0.2 MM.	1
HOW SEXED: GONADS, TESTES APPROXIMATELY 30 X 8 MM.	1
HOW SEXED: GONADS, TESTES CIRCA 15 X 8 MM.	1
HOW SEXED: GONADS, TESTES CIRCA 5 X 2.5 MM.	2
HOW SEXED: GONADS, TESTES DECOMPOSED, CIRCA 2.5 MM.	1
HOW SEXED: GONADS, TESTES GREATLY ENLARGED, WHITISH.	1
HOW SEXED: GONADS, TESTES LEFT 11 X 8 MM, RIGHT 8 X 7 MM.	1
HOW SEXED: GONADS, TESTES LEFT 2 X 1 MM, RIGHT 1 X 1 MM.	3
HOW SEXED: GONADS, TESTES LEFT 2.5 X 2 MM, RIGHT 2 X 2 MM.	1
HOW SEXED: GONADS, TESTES LEFT 4 X 1 MM, RIGHT 3 X 0.3 MM.	1
HOW SEXED: GONADS, TESTES LEFT 6 X 3 MM, RIGHT 5 X 2.5 MM, CREAM COLORED.	1
HOW SEXED: GONADS, TESTES LEFT 7 X 6 MM, RIGHT 6 X 5.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 8 X 5 MM, RIGHT 7 X 3 MM.	1
HOW SEXED: GONADS, TESTES LEFT 8 X 6 MM, RIGHT 6.5 X 6 MM.	1
HOW SEXED: GONADS, TESTES RIGHT 16.5 X 6 MM, LEFT 15.5 X 6.	1
HOW SEXED: GONADS, TESTES ~ 2 MM.	1
HOW SEXED: GONADS, TESTIS DRAWN, ENLARGED.	27
HOW SEXED: GONADS. LARGEST OVUM 9 MM	1
HOW SEXED: GONADS. OVARIES LARGE.	1
HOW SEXED: GONADS. OVARIES VERY SMALL, BELLY BARE.	1
HOW SEXED: GONADS. OVARIES, LEFT 4 X 3 MM, RIGHT 7 X 4 MM.	1
HOW SEXED: GONADS. OVARY 10 X 7 MM, DECOMPOSED.	1
HOW SEXED: GONADS. OVARY 11 X 5 MM, LARGEST OVUM 1 MM.	1
HOW SEXED: GONADS. OVARY 12 X 5.5 MM, LARGEST EGG 1 MM.	1
HOW SEXED: GONADS. OVARY 12 X 7 MM, LARGEST OVA 1 MM.	1
HOW SEXED: GONADS. OVARY 15 X 8 MM, SEVERAL FOLLICLES 3 MM DIAMETER.	1
