"identificationQualifier","reps"
"Hipposideros",22
"Hippotherium",1
"hirsuta",8
"Hirsutis furia",1
"hispidulus group",1
"Hm-Winn",1
"Hoanghonius",1
"hoc. loc.",1
"Hodgson, DES",1
"Holcolepis cf.",1
"Holmesina",3503
"Holmesina ?",2
"Holmesina cf.",1
"Holmesina?",3
"Holomitirum japonicum",1
"Holomitrium ferriei",1
"Holomitrium fragillimun",1
"HOLOTYPE",1
"Homacodon",1
"Homo",64
"Homogalax",244
"Homogalax ?",4
"Homoioceras ?",1
"Homoptera lunata",1
"Homotherium",72
"Homotherium ?",1
"Hooker f. et Harvey?",1
"hopfingeri",1
"Hoplophoneus",8
"Hoplophorus",2
"Hornerstown Fm",17
"hornimani",1
"""horsehair""",1
"howlandii",2
"Hsanotherium",3
"Huddleston",1
"hulda",10
"hutchinsi",3
"Hyaena",1
"Hyaenodon",15
"Hyaenodon ?",3
"hyalina",1
"Hyaloscypha?",1
"hyantis",6
"hybr. nov. ined.",1
"hybrid",86
"Hybrid ?",3
"hybrid between P. ternifolia x P. wrightiana",2
"hybrid complex",3
"hybrid complex (c X s)",1
"hybrid complex (d)",1
"hybrid complex (s X c)",1
"hybrid introgressant",1
"hybrid 'Snowdrift'",2
"hybrid with C. bigelowii",1
"hybrid with C. scopulorum",1
"hybrid with E. fendleri",1
"hybrid?",3
"Hydnaceae?",2
"hydnoid",3
"Hydrochaeris",1
"Hydrocherus",1
"Hydrochoeris",3
"Hydrochoerus",40
"Hydrochoerus ?",1
"Hydrochoerus cf.",3
"hydrogonium ehrenbergii",1
"hydrogonium pseduo-ehrenbergii",2
"hygrophanus",1
"Hymenoptera?",2
"Hymenostylium glaucum",1
"hymenostylium nanangium",1
"Hymenostylium stillicidiorum",1
"hyophila Novae-Zeelandiae",1
"hyophila rosea",1
"Hyophila sieboldii",1
"Hyophila stenophylla",1
"Hyopsodus",201
"Hyopsodus ?",6
"Hypena? sp.",2
"hyperbius",6
"Hypertragulus",13
"Hypnum albicans",1
"Hypnum campestre",2
"Hypnum radicale",1
"Hypodermataceae",1
"Hypohippus",11
"Hypohippus ?",2
"Hypohippus cf.",2
"Hypolagus",63
"Hypolagus ?",1
"Hypomycete-Disco",1
"Hyrachyus",10
"Hyrachyus ?",1
"Hyrachyus?",1
"Hyracodon",53
"Hyracotherium",673
"hystrix X canadensis",1
"i",1
"I. h. fumeri",1
"I. h. henrici",1
"I. henrici margaretae",1
"I. i. irus",1
"I. n. clarki",2
"I. polios obscurus",2
"I. sindonia? I. umbratica?",1
"I. sugitani",1
"I. Tavares",1
"iamonensis",1
"iamonesis",1
"iapetus",1
"Ibarus",1
"Icaronycteris",3
"ID illegible",1
"ID not correct",1
"idahoensis?",1
"Identification uncertain",2
"Identified",1
"Identified as ""Bembidion nebraskense or breve""",6
"Identified as Cincindela barbata?",1
"Identified as Platynus ?",1
"Identified as Platynus Viridissimus ? Casey",4
"identity uncertain",1
"if microsc. OK",1
"ignasiti",1
"Ilex cassine x",3
"ilionens",1
"imbricatum type",1
"imitans? caerulescens?",1
"imitatus? ponderosus?",1
"imm.",1
"immaculata",2
"Imperfectus",1
"imperialis",3
"improba",9
"in cervinus grp.",1
"in Hispidoderma (#60)",1
"in lit.!",1
"in litt.",1
"in part",1
"in prep.",2
"in question",1849
"in quotes",1
"in sodagnitus complex",1
"in spumosa group",1
"inaxpecta",1
"Incisalia iroides",1
"including slide above",1
"incognita/crocea",1
"ind.",1
"Indarctos",2
"Indarctos?",1
"indefinite as to form",1
"Indet",11
"indet.",484
"Indian Turnip",1
"Indolophus",1
"Indomeryx",1
"Indomeryx cf.",1
"indra",15
"indra/nevadensis",12
"Indraloris",2
"ined.",647
"ined. comb.",1
"ined. group",1
"ined.?",6
"ined?",2
"""Inermis""",1
"'Inermis'",1
"inflata var. minor",1
"inflatus cf.",1
"ingens",17
"inghami",8
"innom.",5
"ino",3
"Inocybe ?",1
"""Inocybe?""",3
"inom.",3
"Inoperculate discomycete",1
"inornata",10
"int. diss. + obliquum",1
"Interatherium",2
"intergrade",1
"interior",19
"intermedia",5
"intermediate",29
"intermediate between pennata and P. dendroidea",1
"intermediate between var. polycephalus & var. xeranthemoides",2
"intermediate between var. polycephalus and var. xeranthemoides",3
"intermediate to D. occidentale Wats.",1
"intermediate to E. engelmannii ssp. fasciculatus",1
"intermediate to E. glabriflorus",1
"Intermediate to E. navajoensis",2
"intermediate to M. oligospora",4
"intermediate var. owyheensis & var. elmeri",1
"intermediate with var. rosei",1
"Interpreting cusalpina as a mistake",1
"Intl",1
"introgressing with R. indecorum",1
"inyoensis",3
"IR sp nov",30
"iroides",13
"isabella",2
"Ischyromys",58
"Isectolophus",3
"Isolepis tenella (L.f.) Muasya & D.A.Simpson Novon 16(1): 89. 2006",1
"Isomyopotamus ?",2
"Isoodon",3
"isosceles cf.",1
"Isotype",21
"italica",4
"Ithaca Fm",12
"J Owens",8
"J R Lee",1
"J Williamson",1
"J. Alvis",3
"J. Armstrong",10
"J. Baas",1
"J. Boos",1
"J. C. Duncan",1
"J. c. nigrosuffusa",2
"J. Chaise",1
"Jacob James",1
"jacobi type",4
"jacobi-type",1
"j-album",4
"jalysus",1
"James C. Cokendolpher",102
"James Cruser",1
"James D. Morefield (RSA)",1
"James D. Ray Jr.",1
"James Gillespie",1
"James Key",1
"James Knoll",1
"James Simpson",1
"James Todd",4
"japonica",12
"Jay Giddens",1
"Jeff Brasher",1
"Jeff Kowrek",1
"Jeffersonville fm",2
"Jeffersonville ls",3
"jelly fungus",6
"Jelly fungus or Discomycete?",1
"Jelly?",3
"Jeremy Moss",1
"jesmondensis",4
"jezoensis",11
"Jim Shook",1
"Jim V. Moody",1
"jlkjkjjkhh",1
"John Cook",1
"John E. Cokendolpher",4
"John E. Ebinger",1
"John L. Anderson",1
"John Lovell",1
"Johns Valley Sh",2
"Jones",1
"Juli Weger",3
"julia",12
"Julie Schunease",1
"Julie Wright",1
"juncea[?]",1
"juncifolia form",2
"Junonia genoveva",1
"Juvenile",1
"juvenile form",1
"k",1
"K Polk",2
"K. Bennett",2
"K. E. Whits",1
"K. Gregory",2
"K. Helms",6
"K. Kelm",6
"K. Longpre & D. Z. Danrel",1
"K. Pol.",1
"K. Polk",21
"K. VanZandt",1
"K. Wilke",2
"Kaili Fm",11
"Kala Minkley",1
"Kalobatippus",2
"Karina Mchavez",1
"Kartesz",1
"katahdin",3
"kauffmanii or synnaina",1
"kaufmanii group",1
"Keith White",1
"Kelly Allred",2
"Kenyapithecus",15
"Kerry Irby",1
"Key in Erwin 1970",23
"Key to",1
"keys to",8
"kingstonensis",3
"Kirby",703
"kirishimaensis",8
"Klinteberg Fm",1
"Kluanensis",14
"klugi",1
"Knapp Fm",7
"Koblenz Fm",1
"Kobus",5
"Kohl",12
"Kolpochoerus",2
"koreanus",4
"koxinga",2
"Kraglievichia",16
"Kraglievichia ?",1
"krauthi",24
"Kristen Graham",1
"KSC",10
"Kuehneola (Chrysomyxa) albidia",1
"Kuibis Fm",4
"Kunkelia (Gymnoconia) interstitialis",1
"Kunkelia (Puccinia) interstitialis",1
"Kyle Haralson",1
"l",3
"L.",1
"L. & C. O' Brien",1
"L. a. anna",5
"L. a. archippus",2
"L. a. arizonensis",1
"L. a. rubrofasciata",2
"L. archippus floridensis",2
"L. archippus nr lahontani",1
"L. archippus obsoleta",1
"L. astyanax arizonensis",12
"L. Baas",1
"L. Barnes",1
"L. Campbell",1
"L. Constance",1
"L. Donop",1
"L. E. Smith",6
"L. forma.",1
"L. fugiens complex",1
"L. Glover",5
"L. Krysl",1
"L. lorquini pallidafacies",5
"L. McKinley",1
"L. napipes? - radiata?",1
"L. pacificum",1
"L. phlaeas americana",20
"L. R. Hesler",3
"L. Schenk",1
"L. Schwarz",1
"L. sexsignata",1
"L. Smith",2
"L. theonus",5
"L. weidemeyerii latifascia",5
"L.S.C.",1
"label discrepancy in/out",1
"label has ? after ID",2
"Labeled A. s. julia",4
"Labeled Polyphylla fucula",1
"labeled Sphinx perelegans asellus",2
"labelled Plocamium",1
"lacera (Fr.) Karst.",1
"lacera Fr. Karst.",2
"lacera Fr. Karst. dwarf form",2
"lacera Fr. Quil.",1
"lacera Fr. Qu��l.",1
"""lactuca""",1
"lactus",1
"lacunosa",1
"laddi",4
"Laeticolora",1
"laetior",10
"laeviceps (var. cf ""caesariata""?)",3
"laevigata group",1
"Lagostomopsis",1
"lahontani",18
"lakolela",1
"lakota",10
"Lambdotherium",4
"lambertiana x monticola",1
"lanecolata",10
"langei? confusa?",1
"laniger group (pale gilled form)",1
"Lanthanotherium ?",5
"Lantianius",1
"lanug[inosa?] or leptophylla",1
"lanuginosa or leptophylla",1
"lanuginosa or longicystis",1
"large form",2
"large-sp.",1
"largo",4
"Larry Schewk",1
"Lasiorhinus",5
"Lasiurus",6
"Late Boneset",10
"Lathorea spaldingi",1
"latifascia",27
"Lawrence K. Magrath",1
"lea",1
"Leah J. Patzig",1
"Leah Jessamy Patzig",2
"leanira",13
"Lecanora Confusa",1
"Leda Clays",1
"Leesa Smart",1
"left:",2
"Lehm.",1
"Leidymys",3
"Lejeuneaceae ?",2
"lemhiensis",38
"Lemmus",1
"'Lennei'",2
"""Lentinus tigrinus var. squamosus""",1
"Leonard Fm",1
"leonardii",1
"leoninus",2
"Leopardus",4
"Leopardus ?",3
"Lepisosteus cf.",1
"Lepraria neglecta group",1
"Leprocybe",3
"Leptacodon",2
"Leptarctus",2
"Leptictis",25
"Leptochoerus",1
"Leptocyon",3
"Leptocyon ?",3
"Leptocyon?",1
"leptodontium acutifolium",2
"Leptodontium viticulosoides var. panamense",3
"Leptodontium volkensii",1
"Leptodontomys",1
"Leptomeryx",385
"Leptomeryx ?",8
"Leptoreodon",9
"Leptotomus",1
"Lepus",33
"Lepus ?",3
"Lestodon",10
"Lethe appalachia",2
"Lethe bhadra",2
"Lethe eurydice ssp.",2
"Lethe pulaha",2
"leto",12
"leucoblema or leucopeplota",1
"Leucobryum brevicaule",1
"Leucobryum longifolium",1
"Leucobryum neilgherrense",4
"Leucobryum pulchrum",1
"Leucobryum scalare",2
"Leucobryum stenophyllum",1
"Leucoloma albulum",1
"Leucoloma rehmannii",2
"leucophanes group",1
"Leujeuneaceae ?",1
"liane",5
"libanius",1
"libricula",1
"Lichenicole on",1
"liggeti",1
"liggetti",6
"light form",2
"lignic.",1
"lignicola, vernalis",1
"lignicolae group",1
"Lignimus",86
"like",5
"-like",1
"Likely",1
"likely callisteus",1
"likely near",2
"likely near subdecurrens",1
"""limbata""",1
"Limenitinae",2
"Limenitis bredowi californica",4
"Limnocyon",1
"Limnoecus ?",1
"-limonella",1
"Lincoln Constance",1
"linda",2
"lingula",2
"Lisa Trainham",6
"Liston Creek Fm",6
"Litocherus",1
"Litolestes",2
"liukiuensis",3
"Liz Makings",1
"location?",1
"loco",1
"locupletata",2
"Logansport ls",10
"Lomaphorus",1
"longi",1
"longicaudum-crustuliniforme (sensu Bru.) complex",1
"Longirostomeryx",2
"longispina group",1
"Lonsdale Ls",6
"Looks like",2
"looks like ""nurris""",1
"Lophiodon",3
"Lophiotherium",2
"Lophocetus",1
"Lophostoma",1
"lorquini",14
"Lorraine Sh",3
"Los Guachos Fm",22
"Louis C. Wheeler",1
"louisa",1
"Loveina",2
"Lower Greensand",1
"Lower Harrison Fm",13
"Lower Porma Fm",1
"lower Shuttle Meadow Fm",1
"Loxodonta",3
"Loxolophus",9
"lubrica group",1
"lucayus",14
"lucia",3
"lucina",1
"luctatius",2
"luestherae",3
"lurana",1
"Lushius",1
"Lutra",3
"Lutra ?",1
"lutzi",14
"Lycaena amyntula",1
"Lycaena antiasis",1
"Lycaena nivalis browni",19
"Lycaena xanthoides editha",14
"Lycalopex",1
"lycea",6
"Lycoperdaceae",1
"Lycopodium annotinum X canadense",1
"Lycopodium canadense",1
"Lyle McGil",1
"Lynx",12
"Lynx cf.",1
"Lynx?",2
"Lyonia ligustrina",1
"lysippe",2
"m.",1
"M. A. Castellano (OSC)",2
"M. A. Cazier",1
"M. Arnold",5
"M. Bellow",1
"M. C. Johnston",1
"M. Culwell",2
"M. Dillard",4
"M. Edgington",1
"M. Finley",1
"M. Fulford",1
"M. Jolly",1
"M. L. Burks",3
"M. l. loki",5
"M. l. thornei",5
"M. Mayfield",1
"M. Moten",1
"m. rigida",1
"M. Stein",1
"M. Sudduth",1
"M. Tolly",1
"M. Webb",1
"M. y. cofaqui",2
"M. y. coloradensis",6
"M. yuccae coloradensis",1
"M.g. castalis",7
"M.g. gryneus",5
"M.g. sweadneri",3
"M.s. chalcosiva",13
"M.s. siva",4
"mabella",1
"macaria",2
"Machaeroides",1
"Machairodus",5
"Machairodus ?",1
"Machlydotherium",5
"macisaaci",2
"macleayanum",1
"maconensis",5
"macra",12
"Macrauchenia",1
"macroceras?",1
"macrochirus X sp.",2
"macrocystic? melaloma?",1
"Macroderma",3
"Macroeuphractus",3
"Macromitrium calmescens",1
"Macromitrium capillicaule",1
"Macromitrium horridum",1
"Macromitrium intracatum",1
"Macromitrium lonchomitrium",1
"Macromitrium scottiae",1
"Macromitrium subligerum",1
"Macromitrium subuligerum",8
"macropterus cf.",1
"Macropus",45
"Macropus ?",3
"macrosp.",7
"macrosperma",2
"Macrotarsius",2
"Macrotis",4
"maculata",1
"maculata - butyracea",1
"maculata complex?",1
"maculata grp.",1
"macyi",15
"magdalenae",4
"magister cf.",1
"Magnesium Ss",2
"magnifico",12
"magnocellatya",6
"Magnolia X soulangeana",1
"magnus cf.",1
"Mahonia repens",1
"Maiantheum stellatum",1
"mairei group",1
"Makapania",3
"Male",2
"Male cultivar",2
"Male?",1
"malicola/alnicola",1
"malicola-alnicola group",1
"Malm epsilon",4
"malthe x sp.",1
"Malvaceae: Byttnerioideae (syn. Byttneriaceae)",3
"Malvaceae: Grewioideae (= Sparmanniaceae)",2
"Mammoth",1
"Mammut",163
"Mammut ?",28
"Mammut?",5
"Mammuthus",333
"Mammuthus ?",28
"Mammuthus?",9
"Manaway, R. Mc.",1
"manchada",2
"manitoba",1
"manni group",2
"Mar",1
"marasmioid",2
"Marasmioid?",2
"Marathon Ls",352
"Maravillas Ch",80
"marcelina",3
"marcellina",1
"marginalis",3
"marginata",4
"maria",14
"Maria C. Jaquez",2
"marina",2
"marinita",2
"mariposa",2
"Mark Brown",3
"Mark Egger",22
"Mark Motew",1
"Mark S. Brunell",2
"Marked with a ?",2
"marmoratus cf.",1
"marmorea",2
"Marmosa",1
"Marmota",9
"Marsupella emarginata obtusa",1
"Martes",1
"Martes ?",1
"Mary Gibson",1
"mashuensis",3
"Masial sp nov.",1
"masoni",3
"materia originalis",1
"Matthew Holifield",4
"May",2
"may be",30
"may be D spicata, floret not very concave abaxially",1
"may be D spicata, florets not very concave abaxially",1
"may be introgressed with P. schenkiarum",1
"may be North Pacific vicariant of",1
"may be young",1
"may not be this species",1
"mayae",1
"maybe",8
"maybe all",1
"Mazama",2
"McAdam Fm",4
"""McKennyi""",2
"mckinleyensis",1
"McLellam",1
"McManus Fm",15
"McMillan Fm",84
"meadi",18
"medeifulva",1
"Medina Ss",17
"medioitalica",6
"Megacerops",4
"Megahippus",1
"Megalagus",27
"megaloceras",24
"Megaloceros",3
"Megalohyrax",4
"Megalonyx",61
"Megalonyx ?",9
"Megalonyx cf.",2
"Megalonyx?",8
"megalosp.",2
"megalosperma",1
"Megalotragus",2
"Megalura corinna",1
"Potamosiren",1
"Potsdam Ss",1
"Pound Qtzite",3
"pr.;",6
"pr.p.",1
"praehispulla",10
"Prairie Bluff Chalk",5
"Pratifelis",1
"preecoacta [sic]",1
"pro parte",3
"pro sp.",1
"pro tem",1
"pro tem.",1
"prob",3
"prob.",22
"prob. (Blapylis) planatus",1
"Prob. [probably]",2
"prob. flabellinus",1
"prob. grisea",1
"prob. irrorata",1
"prob. militaris?",1
"prob. sedentatius Montgomery",1
"Prob. young",1
"probable",1
"probable hybrid",32
"Probable identification",1
"probable mis id for N.A.",2
"probable mis id for NA",1
"probable mis id for NA, Esslinger T. L. 2011",1
"Probable mis-id for N.A.",46
"probable mis-id for NA",84
"probable mis-id for NA, s.l.",3
"probably",215
"""probably""",1
"probably brunnescens",1
"probably cheiracanthus",2
"probably coulteri",1
"probably dulcamara group?",1
"Probably f. spicata",1
"Probably female",1
"probably immature",1
"Probably juvenile",1
"Probably misidentified",1
"probably mislabeled as type",1
"probably misspelling",1
"probably not",2
"Probably not T. myomyces, maybe",1
"probably OK",1
"probably Populus nigra",1
"probably rufula",1
"Probably S. lineata",1
"probably stirps",1
"probably subsection versicolores",1
"probably young flabelligera",1
"probably, too immature for confidence",1
"probaby x R. woodsii Lindl.",1
"Procamelus",14
"Procamelus ?",2
"Procaprolagus",10
"Procerberus",89
"Prochetodon",2
"Procranioceras",5
"Procyon",45
"Procyon ?",2
"Prodiacodon",2
"Prodinoceras",2
"Prodipodomys",12
"Productus Ls",1
"Proeutatus",6
"Prolimnocyon",1
"Promartes",2
"Promegatherium ?",1
"Promerycochoerus",11
"Promerycochoerus ?",1
"Promioclaenus",4
"Pronothodectes",8
"Pronothrotherium ?",1
"Pronycticebus",2
"Propalaeohoplophorus ?",6
"Propalaeoryctes",8
"Propalaeosinopa",1
"proparte",4
"prope var. tenuifolium",1
"proper [? propinquum Harv.?]",1
"Propliopithecus",9
"Prorosmarus?",1
"Proscelidodon",19
"Prosciurus",32
"proserpina X Notropis sp.",1
"Prosthenops",3
"Prosthenops?",2
"Prosynthetoceras",1
"Protapirus",2
"protea",10
"Protemnodon",1
"protenor",2
"Protictis",4
"Protoadapis",2
"Protoceras",3
"Protocyon",1
"Protodichobune",3
"Protohippus",3
"Protohippus ?",10
"Protohippus?",1
"Protoreodon",10
"Protoselene",1
"Prototomus",5
"protracta group",2
"Megantereon",1
"megapenthes",4
"Megaptera",2
"Megasminthus",120
"Megasminthus ?",1
"megasperma",8
"Megathericulus",2
"Megatherium",26
"Megatylopus",4
"Melanelia glabra",2
"Melanelia olivacea",10
"""melanogasterodorous""",1
"Melanohalea",4
"melanoleuca",1
"Melanoplus (possibly) fasciatus Walk? M.F.B.",1
"Melanoplus bohemani Sensu Otte 2012",6
"melicausa group",35
"Melinda F. Denton.",1
"melissa",6
"Melitaea pola",1
"Melitaeini",7
"melitensis",2
"melpomene",1
"mels",1
"memnon",4
"menapia",21
"menetriesi",5
"Meniscoessus",9
"Meniscomys",2
"Meniscotherium",6
"Menlaides alcinous",1
"Menoceras",916
"Menoceras ?",4
"Menoceras cf.",1
"Menodus",1
"Menops",4
"Menops ?",1
"Mephitis",4
"Mephitis ?",1
"Merasio-Pleurotus?",1
"Merceya difficilis",1
"Merceyopsis gedeana",1
"Merceyopsis sikkimensis",1
"Merceyopsis tokioensis",1
"meridiana",9
"meridionalis",21
"meridonalis",1
"merope",4
"Meruliaceae?",1
"Merulius or Phlebia",1
"Meruloid",1
"Merychippus",114
"Merychippus ?",5
"Merychippus or Hipparion",135
"Merychippus?",3
"Merychyus",3
"Merycodus",104
"Merycodus ?",30
"Merycodus or Blastomeryx",35
"Merycoidodon",85
"Merycoidodon ?",2
"Merycoidodon?",1
"Mesodma",241
"Mesohippus",90
"Mesohippus ?",1
"Mesonyx",1
"Mesopithecus",1
"Mesotherium",2
"Metailurus",2
"Metasayimus",2
"Metaxytherium",5
"Metaxytherium ?",1
"Metaxytherium?",3
"Metridiochoerus",8
"mexicana",1
"Mexicanum sp.",1
"mexicanus",1
"Meyer",3
"meyeri cf.",1
"Miacis",4
"Miacis ?",1
"Michael Barrett",2
"Michael Dillon",1
"Michael Dillon, F.",4
"Michael O. Dillon",2
"Michigan Flowers",2
"Michigan Plant",19
"Michigan Plants",21
"Mickwitzia Ss",1
"micra",3
"Microbrachis cf",1
"Micrococlia diatheroides (?) obliterata",2
"Microdus brasiliensis",1
"Micromitirum tenerum var. longifolium",1
"micronyx group",1
"Microparamys",2
"Micropternodus",1
"Microsyops",27
"Microthyriaceae",1
"Microtus",52
"Microtus ?",3
"Mictomys",1
"midea",8
"might be",1
"Might be Nassella but lemma thin",2
"Migistann baeoteus (?)",2
"""mihi""",1
"Mimotricentes",16
"miniatopus group",1
"Miniochoerus",43
"minnehaha",10
"Minois alope",1
"Minois charon",1
"Minois oetus",1
"minor cf.",1
"Minum maximoviczii",5
"minute",1
"minutiloba",1
"Mioclaenus",6
"Mioclaenus ?",1
"Miohippus",5
"Miolabis",1
"Mionictis",1
"Miracinonyx",2
"Miracinonyx?",1
"miradoricum sp.",1
"Miriam Colson Fritts",77
"Mis ID for N. America",2
"mis id NA",7
"mis identification for North America",1
"misc.",1
"mis-id for NA",8
"misidentification for North America",206
"misidentification for North American",1
"misidentified for North America",7
"misindentification for North America",7
"missionensis",2
"Missiquoi Fm",2
"""missoulae""",1
"Misspelled Lagouzia&quot; on label",1
"Mistaken Point Fm",9
"mitchellii",5
"Mitchmore, Emily",1
"Mitoura spinetorum",11
"mixed",1
"Mixed Collection",1
"mixed sheet",2
"mixed with (mainly)",1
"Mixodectes",1
"mixtilis complex",2
"mixtilis group",2
"mixtilis type",10
"mixtilis? trechispora?",2
"mixture",2
"mnium appalachianum",1
"Mnium coriaceum",3
"Mnium immarginatum",1
"Mnium japonicum",2
"Mnium microphyllum",1
"Mnium minutulum",1
"mod.[? (subsect.?)] subimmarginatae",1
"moderata",4
"moderate, identified by photo",1
"modesta occidentalis",1
"moerens",1
"Moeritherium",1
"Molendoa tenuinervis",1
"Mollisia?",1
"Monachus",2
"Monachus ?",1
"Monosaulax",2
"Monosaulax cf.",31
"Monstrosity, of",1
"Mont A. Cazier",12
"Mont A. Cazier & family",1
"Mont Cazier",6
"montana",28
"""montane form""",1
"montanensis cf",1
"montanulus",1
"montezuma",2
"montinus",6
"montis",1
"monuste",14
"Moody",1
"Moody, Jim V",1
"More likely",2
"morescens",1
"Morganucodon",6
"mormo",14
"mormonia",2
"Moropus",28
"Morphologically intermediate to E. engelmannii ssp. fasciculatus",2
"morrisoni",6
"morsei",6
"mos. n. sp.",1
"most likely",3
"most likely a deformed B. lunaria or possibly B. minganense",1
"mostly",6
"ms.",7
"ms. nom.",11
"ms. nom?",1
"ms. nov.",1
"mss. nom.",1
"mss. nom. prov",2
"mss. nom. prov.",1
"mss. nov. prov.",1
"mss. sp. nov",2
"mss. sp. nov.",134
"mss. sp. nov., = griseoscabrosa?",1
"mss. sp. nov., ined.",1
"mss. var nov.",2
"mss. var. nov.",1
"mucifluus/stillatitius complex",2
"mucosus - collinitus",1
"mucosus-collinitus",1
"multiceps? cartilagineum?",1
"murinocapitatus[?] sensu Aks[?]?",1
"Muschelkalk",2
"Mustela",7
"muticous form",1
"Mycena/Hydropus?",1
"myenor?",1
"Mylagaulus",46
"Myledaphus cf.",7
"Mylohyus",29
"Mylohyus ?",4
"Mylohyus cf.",2
"Myodes",1
"Myohyus",3
"Myohyus?",1
"Myotis",5
"Myrcia aff",2
"Myremecoboides",1
"myrina",14
"Myrmecophaga",1
"myrtlae",1
"mysis",4
"Mytonomeryx",1
"Myurium chrysophyllum",2
"Myurium fragile",2
"Myurium hebradense (?)",1
"Myurium hebridarum",1
"Myurium katoi",1
"Myurium nebridariem",1
"Myurium rufescens Fl. var. yakushimense",1
"Myurium rufescens Fleisch var. yakushimense",1
"Myurium rufescens Fleisch. var. yakushimense",1
"Myurium rufescens Fleish. var. yakushimense",1
"Myurium rufescens var. yakushimense",4
"Myuroclada concinna",6
"Myx.",1
"Myxacium",8
"Myxacium sensu lato; salor group? delibutus?",1
"Myxomycete",1
"n form",1
"n sp 1",3
"n sp 7",1
"n sp 8",1
"n var",1
"N. & P. Holgren",1
"n. comb.",7
"n. f.",1
"n. gen & n. sp.",2
"n. gen.",3
"n. gen. et n.sp.?",1
"n. gen. et sp., ined.",1
"N. Hensold",1
"N. Konemann",1
"n. nom.",1
"N. phocion",1
"n. sp.",405
"n. sp. (in lit.)",1
"n. sp. ?",1
"n. sp. ? ined.",1
"n. sp. cotype",1
"n. sp. Femerrubrum series",1
"n. sp. Hale",1
"n. sp. in ed.",1
"n. sp. incd.",1
"n. sp. ined.",1
"n. sp. pink form",1
"n. sp. pro tem",3
"n. sp. pro tem.",5
"n. sp. white form",1
"n. sp., ined.",1
"n. sp., MS.",1
"n. sp..",1
"n. sp.?",3
"n. spec. pro tem.",1
"n. ssp.",2
"N. Var.",15
"n.comb.ined",1
"n.comb.ined.",2
"n.gen.",1
"n.gen. & n.sp.",1
"n.gen. & sp. pro tem",1
"n.gen. & sp. pro tem.",1
"N.I. Platnick",1
"n.s. ?",1
"n.sp",1
"n.sp.",28
"n.sp. ?",1
"n.sp. Le Gal",4
"n.sp. nr. bicolor",1
"n.sp. politus",1
"n.sp. pro tem.",9
"n.sp. pro. tem.",1
"n.sp.?",7
"n.sp.? =?Lachnella stgmella",1
"n.sp.1",1
"n.sp.protem",1
"n.var.",4
"nachtriebi x Chrosomus sp.",1
"Nacimiento Fm",26
"nahanni",15
"Name change (Esslinger)",3
"name change Esslinger",1
"Name change T.L. Esslinger",1
"name ined.",2
"Nancy Hensold",2
"Nancy Hensold, F.",5
"Nannippus",94
"Nannippus ?",38
"Nannippus?",3
"Nannodectes",4
"nanus-chrysophaeus grp.",1
"napea",10
"narrow form",4
"nastes",1
"natalense",2
"natalensis",1
"Navajovius",2
"nc1",3
"nc11",1
"nc12",5
"nc13",2
"nc14",7
"nc15",11
"nc16",8
"nc17",1
"nc18",7
"nc19",2
"nc20",2
"nc21",2
"nc22",1
"nc23",1
"nc24",2
"nc3",3
"nc4",4
"nc5",3
"nc6",1
"nc7",1
"nc8",2
"nc9",1
"near",748
"near ?",1
"near abjecta?",1
"near adusta?",1
"near amoenolens/baudieri",1
"near arcularius",1
"near aurantiolutea?",1
"near australis",1
"near badia",1
"near Belonium drosodes",1
"near boltonii?",1
"near capnoides",1
"near cincticollis",2
"near fasciatum?",1
"near flavidomarginata?",1
"near G. andersonii",1
"near G. johnstonii",1
"near glaucocana??",1
"near glutinosus?",1
"near harmoge",1
"near hepaticus? maybe badiosanguineus",1
"near hondensis or praemagniceps?",1
"near incubata",1
"near McKennyae?",1
"near mediofulva?",1
"near race coloradensis",1
"near Sawtooth(?)",1
"near subbatrytis",1
"near suecica",1
"near Syrjense?",1
"near tenuipes",1
"near ternarius",1
"near tuberosus",1
"near var.",1
"near var. distans of Carr.",1
"near var. sulfatarae",1
"near. artesutata",1
"near;",2
"near?",2
"nearer the former",1
"nearest",14
"""Nearest""",1
"nearest to",13
"nebraskensis",17
"nebulosa, probably not published",1
"need attention",1
"needs attention",2
"NEEDS CHECKING",2
"needs reidentification",8
"Needs to be keyed",1
"Neil A. Harriman",1
"nelsoni",7
"Nematherium",3
"Nemegt Fm",1
"neocalendonicus",1
"Neochaerus",1
"Neochoerus",110
"Neochoerus ?",4
"Neochoerus cf.",5
"Neochoerus?",3
"Neofiber",4
"Neofuscelia",1
"Neohipparion",30
"Neohipparion ?",124
"Neohipparion?",2
"Neomeryx",1
"neoperplexa",3
"Neophyophila sprengelli var. sprengelii",1
"Neophyophila sprengelli var. stomatodonta",1
"Neoptilota",2
"Neoremys",1
"Neotoma",7
"Neotoma ?",2
"Nepean Fm",4
"nephele",10
"Nepionic gastropod",1
"neriene",16
"nerina",4
"nesiotes",2
"nesis",11
"Nesodon",1
"Nesokia ?",4
"nesophilum",27
"neumoegeni",54
"nevada",3
"nevadensis",82
"nevadensis form",3
"never published",1
"New",1
"new sp",2
"new sp.",3
"new sp.?",1
"new species",11
"new var. ?",1
"n-form",1
"Nidulariales",2
"niger?",1
"nigravenosa",1
"nigrescens",10
"nigrescens type",2
"nigrior",7
"nigrioreleus",9
"Nimravides?",1
"Nimravus",3
"Niobrara Fm",192
