"lifeStage","reps"
"1 Female, 2 Juvenile Males",$1.00
"1 Female, 2 Juveniles",$1.00
"1 Female, 2 Male",$1.00
"1 Female, 3 Juveniles",$1.00
"1 Female, 3 Male",$1.00
"1 FEMALE, 3 MALES",$1.00
"1 Female, 5 Immature",$1.00
"1 Female, 7 Immatures",$1.00
"1 five days, 1 three days, 1 one",$1.00
"1 Five Days, Other Fresh",$1.00
"1 Fledging & 1 Dead & Dry Yng Bi",$1.00
"1 foetus",$9.00
"1 foetus n��1",$1.00
"1 foetus n��2",$4.00
"1 foetus n��3",$1.00
"1 form I males",$920.00
"1 form I males, 1 form II males",$109.00
"1 form I males, 1 form II males, 2 juv. undet",$2.00
"1 form I males, 1 form II males, 6 juv. undet",$2.00
"1 form I males, 14 juv. undetermined",$1.00
"1 form I males, 18 form II males",$1.00
"1 form I males, 2 form II males",$34.00
"1 form I males, 2 form II males, 11 juv. unde",$1.00
"1 form I males, 3 form II males",$7.00
"1 form I males, 3 juv. undetermined",$1.00
"1 form I males, 4 form II males",$5.00
"1 form I males, 5 form II males",$3.00
"1 form I males, 6 juv. undetermined",$1.00
"1 form I males, 8 juv. undetermined",$1.00
"1 form II females",$971.00
"1 form II females, 0 form II males",$1.00
"1 form II females, 1 form I males",$281.00
"1 form II females, 1 form I males, 1 form II",$95.00
"1 form II females, 1 form I males, 1 juv. und",$3.00
"1 form II females, 1 form I males, 2 form II",$34.00
"1 form II females, 1 form I males, 2 juv. und",$2.00
"1 form II females, 1 form I males, 25 juv. un",$1.00
"1 form II females, 1 form I males, 3 form II",$10.00
"1 form II females, 1 form I males, 3 juv. und",$1.00
"1 form II females, 1 form I males, 4 form II",$5.00
"1 form II females, 1 form I males, 5 form II",$6.00
"1 form II females, 1 form I males, 6 form II",$1.00
"1 form II females, 1 form I males, 7 form II",$1.00
"1 form II females, 1 form I males, 9 form II",$1.00
"1 form II females, 1 form II males",$356.00
"1 form II females, 1 form II males, 1 juv. un",$3.00
"1 form II females, 1 form II males, 2 juv. un",$3.00
"1 form II females, 1 form II males, 22 juv. u",$1.00
"1 form II females, 1 form II males, 3 juv. un",$3.00
"1 form II females, 1 form II males, 4 juv. un",$1.00
"1 form II females, 1 form II males, 6 juv. un",$1.00
"1 form II females, 1 form II males, 7 juv. un",$1.00
"1 form II females, 1 form II males, 77 juv. u",$1.00
"1 form II females, 1 juv. males",$22.00
"1 form II females, 1 juv. males, 1 form I mal",$7.00
"1 form II females, 1 juv. males, 1 form II ma",$12.00
"1 form II females, 1 juv. males, 13 juv. unde",$1.00
"1 form II females, 1 juv. males, 2 form I mal",$1.00
"1 form II females, 1 juv. males, 2 form II ma",$7.00
"1 form II females, 1 juv. males, 3 form I mal",$1.00
"1 form II females, 1 juv. males, 3 form II ma",$2.00
"1 form II females, 1 juv. males, 4 form I mal",$1.00
"1 form II females, 1 juv. males, 4 form II ma",$2.00
"1 form II females, 1 juv. undetermined",$5.00
"1 form II females, 10 form I males",$2.00
"1 form II females, 10 form I males, 1 form II",$2.00
"1 form II females, 100+ juv. undetermined",$1.00
"1 form II females, 11 form I males",$1.00
"1 form II females, 11 form II males",$4.00
"1 form II females, 11 juv. undetermined",$1.00
"1 form II females, 12 juv. undetermined",$1.00
"1 form II females, 13 form I males, 1 form II",$1.00
"1 form II females, 134 juv. undetermined",$1.00
"1 form II females, 139 juv. undetermined",$1.00
"1 form II females, 14 form I males",$1.00
"1 form II females, 14 form II males",$1.00
"1 form II females, 14 juv. undetermined",$1.00
"1 form II females, 15 juv. undetermined",$1.00
"1 form II females, 16 juv. undetermined",$1.00
"1 form II females, 18 form I males",$1.00
"1 form II females, 2 form I males",$83.00
"1 form II females, 2 form I males, 1 form II",$31.00
"1 form II females, 2 form I males, 1 juv. und",$1.00
"1 form II females, 2 form I males, 2 form II",$11.00
"1 form II females, 2 form I males, 29 juv. un",$1.00
"1 form II females, 2 form I males, 3 form II",$8.00
"1 form II females, 2 form I males, 4 form II",$1.00
"1 form II females, 2 form I males, 5 form II",$2.00
"1 form II females, 2 form II males",$132.00
"1 form II females, 2 form II males, 1 juv. un",$2.00
"1 form II females, 2 form II males, 17 juv. u",$1.00
"1 form II females, 2 form II males, 2 juv. un",$2.00
"1 form II females, 2 form II males, 3 juv. un",$2.00
"1 form II females, 2 juv. males",$3.00
"1 form II females, 2 juv. males, 1 form I mal",$3.00
"1 form II females, 2 juv. males, 1 form II ma",$3.00
"1 form II females, 2 juv. males, 2 form I mal",$3.00
"1 form II females, 2 juv. males, 2 form II ma",$1.00
"1 form II females, 2 juv. males, 3 form I mal",$1.00
"1 form II females, 2 juv. males, 3 form II ma",$1.00
"1 form II females, 2 juv. undetermined",$3.00
"1 form II females, 3 form I males",$32.00
"1 form II females, 3 form I males, 1 form II",$11.00
"1 form II females, 3 form I males, 2 form II",$4.00
"1 form II females, 3 form I males, 3 form II",$2.00
"1 form II females, 3 form II males",$65.00
"1 form II females, 3 form II males, 2 juv. un",$1.00
"1 form II females, 3 juv. males, 1 form II ma",$1.00
"1 form II females, 3 juv. males, 2 form II ma",$1.00
"1 form II females, 3 juv. males, 6 form II ma",$1.00
"1 form II females, 3 juv. undetermined",$2.00
"1 form II females, 4 form I males",$16.00
"1 form II females, 4 form I males, 1 form II",$3.00
"1 form II females, 4 form I males, 2 form II",$4.00
"1 form II females, 4 form I males, 4 form II",$1.00
"1 form II females, 4 form II males",$24.00
"1 form II females, 4 form II males, 11 juv. u",$1.00
"1 form II females, 4 form II males, 2 juv. un",$1.00
"1 form II females, 4 juv. males",$1.00
"1 form II females, 4 juv. males, 1 form I mal",$1.00
"1 form II females, 5 form I males",$8.00
"1 form II females, 5 form I males, 1 form II",$4.00
"1 form II females, 5 form I males, 12 form II",$2.00
"1 form II females, 5 form I males, 2 form II",$1.00
"1 form II females, 5 form I males, 3 form II",$1.00
"1 form II females, 5 form II males",$21.00
"1 form II females, 5 form II males, 2 juv. un",$1.00
"1 form II females, 5 juv. males",$1.00
"1 form II females, 5 juv. undetermined",$2.00
"1 form II females, 52 juv. undetermined",$1.00
"1 form II females, 6 form I males",$5.00
"1 form II females, 6 form I males, 1 form II",$1.00
"1 form II females, 6 form I males, 3 form II",$1.00
"1 form II females, 6 form II males",$11.00
"1 form II females, 6 juv. males",$1.00
"1 form II females, 6 juv. undetermined",$2.00
"1 form II females, 7 form I males",$2.00
"1 form II females, 7 form I males, 2 form II",$1.00
"1 form II females, 7 form I males, 3 form II",$1.00
"1 form II females, 7 form II males",$5.00
"1 form II females, 7 form II males, 1 juv. un",$1.00
"1 form II females, 7 juv. undetermined",$1.00
"1 form II females, 72 juv. undetermined",$1.00
"1 form II females, 8 form I males",$7.00
"1 form II females, 8 form II males",$2.00
"1 form II females, 8 form II males, 15 juv. u",$1.00
"1 form II females, 8 form II males, 4 juv. un",$1.00
"1 form II females, 9 form I males",$1.00
"1 form II females, 9 form I males, 1 form II",$2.00
"1 form II males",$824.00
"1 form II males, 1 juv. undetermined",$6.00
"1 form II males, 3 juv. undetermined",$1.00
"1 form II males, 4 juv. undetermined",$2.00
"1 form II males, 5 juv. undetermined",$2.00
"1 form II males, 6 juv. undetermined",$1.00
"1 four days; 2 infert.",$1.00
"1 fragmentary adult, female",$1.00
"1 fragments (hatched), 2 addled",$1.00
"1 freak left",$1.00
"1 Fresh",$1.00
"1 fresh (on the ground), 2 sligh",$1.00
"1 fresh ; 2 just showing blood",$1.00
"1 fresh 1 incubation begun",$1.00
"1 fresh 1 old",$1.00
"1 Fresh 1 Showing Blood",$1.00
"1 fresh 1 trace",$1.00
"1 fresh 2 medium embryos",$1.00
"1 fresh 2 showing blood",$1.00
"1 fresh 2 small embryos",$1.00
"1 fresh 3 commenced",$1.00
"1 fresh 4 begun",$1.00
"1 fresh and 2 about 4 days incub",$1.00
"1 fresh and 2 about a 5 days inc",$1.00
"1 fresh,  2 slight",$1.00
"1 fresh,  7-8 days, 10 days",$1.00
"1 fresh, 1 ?",$1.00
"1 fresh, 1 1/3 set",$1.00
"1 fresh, 1- 1/4, 1 - 1/3, 1 almo",$1.00
"1 fresh, 1 2 days, 2 soft embryo",$1.00
"1 Fresh, 1 2 Or 3 Days",$1.00
"1 fresh, 1 3 days",$1.00
"1 fresh, 1 addled",$2.00
"1 fresh, 1 addled, 1 advanced, 1",$1.00
"1 fresh, 1 begun",$3.00
"1 fresh, 1 broken",$1.00
"1 fresh, 1 considerable, 2 heavy",$1.00
"1 fresh, 1 craked",$1.00
"1 fresh, 1 embryo, 2 large embry",$1.00
"1 fresh, 1 half incubated",$1.00
"1 fresh, 1 in oviduct",$1.00
"1 fresh, 1 incomplete",$1.00
"1 fresh, 1 infertile",$2.00
"1 fresh, 1 just begun.",$1.00
"1 fresh, 1 just showing blood",$2.00
"1 fresh, 1 rotten, 2 one-third",$1.00
"1 fresh, 1 set",$1.00
"1 fresh, 1 showing blood",$13.00
"1 fresh, 1 showing blood and 2 s",$1.00
"1 fresh, 1 showing blood, 1 in o",$1.00
"1 fresh, 1 showing blood, 1 smal",$1.00
"1 fresh, 1 showing blood, 2 smal",$1.00
"1 Fresh, 1 slight",$5.00
"1 Fresh, 1 Slight Trace Of Blood",$4.00
"1 fresh, 1 slightly fresh, 1 lig",$1.00
"1 fresh, 1 slightly incubated",$1.00
"1 fresh, 1 slightly incubated, 1",$1.00
"1 fresh, 1 small embryo",$1.00
"1 Fresh, 1 Small embryos, 2 Larg",$1.00
"1 fresh, 1 started",$3.00
"1 Fresh, 1 Trace Of Bl., 2 Sm. E",$1.00
"1 fresh, 1 v. small embryo",$1.00
"1 fresh, 1 very slight",$1.00
"1 fresh, 1 very slight trace of",$2.00
"1 fresh, 1 well advanced",$1.00
"1 fresh, 1 well begun",$1.00
"1 fresh, 1 with blood",$1.00
"1 fresh, 2- 1/4",$1.00
"1 fresh, 2 15%",$1.00
"1 fresh, 2 begun",$1.00
"1 fresh, 2 begun, 1 advanced",$1.00
"1 fresh, 2 bloodshot",$1.00
"1 fresh, 2 far advanced",$1.00
"1 fresh, 2 half",$1.00
"1 fresh, 2 half, 6-2/3, 2 almost",$1.00
"1 fresh, 2 incubated",$1.00
"1 fresh, 2 just began",$1.00
"1 fresh, 2 just showing blood",$1.00
"1 fresh, 2 large embryo",$1.00
"1 fresh, 2 large embryos",$2.00
"1 Fresh, 2 showing blood",$10.00
"1 fresh, 2 showing blood, 1 1/4",$1.00
"1 fresh, 2 showing blood, 2 smal",$1.00
"1 fresh, 2 showing blood, 3 very",$1.00
"1 fresh, 2 slight",$2.00
"1 fresh, 2 small embryo, 3 showi",$1.00
"1 fresh, 2 small embryos",$5.00
"1 fresh, 2 started",$1.00
"1 fresh, 2 trace of blood",$1.00
"1 Fresh, 2 Trace, 1 Very Sm. Emb",$1.00
"1 Fresh, 2 Trace, 2 Very Sm. Emb",$1.00
"1 fresh; 1 infert.; 3 one-half",$1.00
"1 fresh; 1 set",$1.00
"1 fresh; 1 slight; 1 well starte",$1.00
"1 Fresh; 1 small embryo",$2.00
"1 fresh; 1 started",$3.00
"1 fresh; 1 started; 2 one-third",$1.00
"1 fresh; 1 started; 3 one-third",$1.00
"1 fresh; 1 trace",$1.00
"1 fresh; 1 trace of blood",$1.00
"1 fresh; 1 two days",$1.00
"1 fresh; 1 two days; 1 four days",$1.00
"1 fresh; 1 very slight",$1.00
"1 fresh; 2 commenced",$2.00
"1 fresh; 2 slight; 1 infertile",$1.00
"1 Fresh; 2 started",$4.00
"1 fresh; 2 two days begun",$1.00
"1 Fresh; 3 Started",$1.00
"1 Fresh; 4 Begun",$1.00
"1 fresh; 4 incubation begun",$1.00
"1 fresh; blood traces in 2",$1.00
"1 gall; 1 adult",$1.00
"1 gone; 4 poor",$1.00
"1 grosse",$1.00
"1 half; 4 1/3",$1.00
"1 half-grown young, 2 addled",$1.00
"1 hatched in lab, 2 died with sm",$1.00
"1 hatched in wild",$1.00
"1 hatched in wild; #1 fragments;",$1.00
"1 hatched in wild; fragments",$1.00
"1 hatched, 1 broken",$1.00
"1 hatched, 1 infertile",$1.00
"1 hatched, 11 unknown",$1.00
"1 hatched, 2 addled",$1.00
"1 hatched, 2 broken",$1.00
"1 hatched, 2 died in incubator",$1.00
"1 hatched, 4 broken (2 of which",$1.00
"1 hatched, 8 infertile",$1.00
"1 hatched-w; 1 large embryo died",$1.00
"1 Hatching + 1 Addled",$1.00
"1 hatching, 1 ready to hatch, 1",$1.00
"1 hatchling",$1.00
"1- heavy 1-partly",$1.00
"1 Heavy, 4 addled",$1.00
"1 host egg pecked and stuck to l",$1.00
"1 host slightly incubated, 1 hos",$1.00
"1 HOUR OLD",$1.00
"1 immature",$3.00
"1 inc; 4 rotten",$1.00
"1 incubated (2 young)",$1.00
"1 incubated 10-12 days, 1 infert",$1.00
"1 incubated, 2 rotten, 3 apparen",$1.00
"1 incubated, begun",$1.00
"1 ind. ad.",$1.00
"1 infert., others far advanced b",$1.00
"1 infert.; 1 eight days",$2.00
"1 infert.; 1 slight; 2 soft embr",$1.00
"1 infert.; 3 one-third inc.",$1.00
"1 infert.; 3 soft embryos",$1.00
"1 Infert.; Others Slight To Half",$1.00
"1 Infert.; Others Soft Embryos",$1.00
"1 Infert.; Others With Large Chi",$1.00
"1 infertile",$5.00
"1 infertile- see data card",$1.00
"1 infertile with smaller holes t",$1.00
"1 infertile, 1 - 1/2 incubated",$1.00
"1 infertile, 1 - 2/3, 3 pipping",$1.00
"1 infertile, 1 a week",$1.00
"1 infertile, 1 far incubated",$1.00
"1 infertile, 1 feathered",$1.00
"1 infertile, 1 fresh, 2 slight",$1.00
"1 infertile, 1 slight",$2.00
"1 infertile, 1 well started, 1 f",$1.00
"1 infertile, 2 - two weeks",$1.00
"1 infertile, 2 1/2-advanced",$1.00
"1 infertile, 2 advanced",$1.00
"1 infertile, 2 eggs 1/3 incubate",$1.00
"1 infertile, 2 showing blood",$1.00
"1 infertile, 2 tiny embryos",$1.00
"1 infertile, 2 young with tufts",$1.00
"1 infertile, 3 about 5 days",$1.00
"1 infertile, 3 started",$1.00
"1 infertile, 3 very large embryo",$1.00
"1 infertile, 3 young in nest",$1.00
"1 infertile, 4 about 2/3",$1.00
"1 infertile, 4 one week",$1.00
"1 infertile, 4 slightly incibate",$1.00
"1 infertile, 6 with embryos",$1.00
"1 infertile, embryos formed",$1.00
"1 Infertile, Most Far Advanced",$1.00
"1 infertile, other pipping",$1.00
"1 infertile, others 7-10 days",$1.00
"1 infertile; 1 pipping",$1.00
"1 infertile; 1 slight; 1 started",$1.00
"1 infertile; 2 about 1 week",$1.00
"1 infertile; 3 about three days",$1.00
"1 infertile; 3 with soft embryos",$1.00
"1 infertile; others hatched and",$1.00
"1 instars female",$3.00
"1 instars female, 1 juv. females, 3 form II f",$1.00
"1 instars female, 2 form II females1 instars",$1.00
"1 instars female, 3 juv. females, 1 form II f",$1.00
"1 instars female, 3 juv. females, 8 form II f",$1.00
"1 instars female, 3 juv. males",$1.00
"1 instars female, 9 juv. females, 7 juv. male",$1.00
"1 Instars male",$2.00
"1 Instars male, 1 form I males",$1.00
"1 Instars male, 1 form II males",$1.00
"1 J",$2.00
"1 jovem",$8.00
"1 just commenced, 2 ....more tha",$1.00
"1 just commenced, rest fresh",$1.00
"1 Juv",$14.00
"1 juv. females",$377.00
"1 juv. females, 1 form I males",$49.00
"1 juv. females, 1 form I males, 1 form II mal",$2.00
"1 juv. females, 1 form I males, 2 form II mal",$3.00
"1 juv. females, 1 form I males, 3 form II mal",$1.00
"1 juv. females, 1 form II females",$48.00
"1 juv. females, 1 form II females, 1 form I m",$13.00
"1 juv. females, 1 form II females, 1 form II",$12.00
"1 juv. females, 1 form II females, 1 juv. mal",$28.00
"1 juv. females, 1 form II females, 2 form I m",$4.00
"1 juv. females, 1 form II females, 2 form II",$6.00
"1 juv. females, 1 form II females, 2 juv. mal",$7.00
"1 juv. females, 1 form II females, 3 form I m",$2.00
"1 juv. females, 1 form II females, 3 form II",$5.00
"1 juv. females, 1 form II females, 3 juv. mal",$9.00
"1 juv. females, 1 form II females, 3 juv. und",$1.00
"1 juv. females, 1 form II females, 4 juv. mal",$4.00
"1 juv. females, 1 form II females, 5 form I m",$1.00
"1 juv. females, 1 form II females, 5 form II",$1.00
"1 juv. females, 1 form II females, 7 form II",$1.00
"1 juv. females, 1 form II females, 8 form I m",$1.00
"1 juv. females, 1 form II males",$23.00
"1 juv. females, 1 form II males, 3 juv. undet",$1.00
"1 juv. females, 1 juv. males",$98.00
"1 juv. females, 1 juv. males, 1 form I males",$5.00
"1 juv. females, 1 juv. males, 1 form I males,",$3.00
"1 juv. females, 1 juv. males, 1 form II males",$6.00
"1 juv. females, 1 juv. males, 2 form I males",$1.00
"1 juv. females, 1 juv. males, 2 juv. undeterm",$1.00
"1 juv. females, 1 juv. males, 3 form II males",$1.00
"1 juv. females, 1 juv. males, 5 juv. undeterm",$1.00
"1 juv. females, 1 juv. undetermined",$7.00
"1 juv. females, 10 form II females, 1 form II",$1.00
"1 juv. females, 10 form II females, 11 form I",$1.00
"1 juv. females, 10 form II females, 14 form I",$1.00
"1 juv. females, 10 form II females, 2 juv. ma",$1.00
"1 juv. females, 10 form II females, 3 juv. ma",$1.00
"1 juv. females, 10 form II females, 5 form II",$1.00
"1 juv. females, 11 form II females, 4 form I",$1.00
"1 juv. females, 11 juv. undetermined",$1.00
"1 juv. females, 12 form II females, 6 form I",$1.00
"1 juv. females, 13 form II females, 3 juv. ma",$1.00
"1 juv. females, 14 form II females, 2 form I",$1.00
"1 juv. females, 15 form II females, 1 juv. ma",$2.00
"1 juv. females, 17 form II females, 1 juv. ma",$1.00
"1 juv. females, 17 form II females, 10 form I",$1.00
"1 juv. females, 17 form II females, 7 form I",$1.00
"1 juv. females, 2 form I males",$18.00
"1 juv. females, 2 form I males, 1 form II mal",$1.00
"1 juv. females, 2 form II females",$7.00
"1 juv. females, 2 form II females, 1 form I m",$5.00
"1 juv. females, 2 form II females, 1 form II",$6.00
"1 juv. females, 2 form II females, 1 juv. mal",$7.00
"1 juv. females, 2 form II females, 2 form I m",$4.00
"1 juv. females, 2 form II females, 2 form II",$3.00
"1 juv. females, 2 form II females, 2 juv. mal",$4.00
"1 juv. females, 2 form II females, 3 form I m",$1.00
"1 juv. females, 2 form II females, 3 form II",$2.00
"1 juv. females, 2 form II females, 3 juv. mal",$1.00
"1 juv. females, 2 form II females, 4 form II",$1.00
"1 juv. females, 2 form II females, 4 juv. mal",$1.00
"1 juv. females, 2 form II females, 5 form I m",$1.00
"1 juv. females, 2 form II females, 5 form II",$1.00
"1 juv. females, 2 form II males",$5.00
"1 juv. females, 2 juv. males",$35.00
"1 juv. females, 2 juv. males, 1 form I males",$4.00
"1 juv. females, 2 juv. males, 1 form II males",$1.00
"1 juv. females, 2 juv. males, 2 form I males",$2.00
"1 juv. females, 2 juv. males, 2 form I males,",$1.00
"1 juv. females, 2 juv. males, 3 form II males",$1.00
"1 juv. females, 2 juv. males, 4 form I males,",$1.00
"1 juv. females, 2 juv. undetermined",$1.00
"1 juv. females, 22 form II females, 12 form I",$1.00
"1 juv. females, 23 form II females, 3 juv. ma",$1.00
"1 juv. females, 3 form I males",$2.00
"1 juv. females, 3 form I males, 1 form II mal",$2.00
"1 juv. females, 3 form I males, 2 form II mal",$1.00
"1 juv. females, 3 form II females, 1 form I m",$5.00
"1 juv. females, 3 form II females, 1 form II",$3.00
"1 juv. females, 3 form II females, 1 juv. mal",$10.00
"1 juv. females, 3 form II females, 2 form I m",$2.00
"1 juv. females, 3 form II females, 2 form II",$2.00
"1 juv. females, 3 form II females, 2 juv. mal",$8.00
"1 juv. females, 3 form II females, 3 form I m",$1.00
"1 juv. females, 3 form II females, 3 form II",$2.00
"12 adult",$533.00
"12 Adult males",$1.00
"12 Adult, sex unknown",$1.00
"12 ADULT; 34 JUVENILE",$1.00
"12 ADULT; 40 JUVENILE",$1.00
"12 adults",$20.00
"12 adults + 1 larva",$12.00
"12 adults + 2 larvae/pupa",$1.00
"12 adults + 27 larvae",$2.00
"12 adults + 28 larvae",$1.00
"12 adults + 3 larvae",$3.00
"12 adults + 30 larvae",$1.00
"12 adults + 35 larvae",$1.00
"12 adults + 4 larvae",$2.00
"12 adults + 40 larvae",$1.00
"12 adults + 5 larvae",$1.00
"12 adults + 6 larvae",$1.00
"12 adults + 6 pupae",$1.00
"12 adults + 7 larvae/pupa",$1.00
"12 adults + 9 larvae",$1.00
"12 adults + ca. 48 larvae",$1.00
"12 Day Nestling",$1.00
"12 Days",$132.00
"1-2 days",$35.00
"12 days old",$1.00
"12 days or more",$1.00
"12 days, 10 days, 8 days",$1.00
"1-2 days; Downy chick",$1.00
"12 deutonymph",$1.00
"12 egg",$20.00
"12 egg mass",$1.00
"12 Eggs Bloodshot",$1.00
"1-2 eggs starting",$15.00
"12 exuvia",$24.00
"12 far advanced; 7 fresh",$1.00
"12 Female",$1.00
"12 form I males, 1 form II males",$2.00
"12 form II females",$1.00
"12 form II females, 1 form I males, 14 form I",$1.00
"12 form II females, 1 form I males, 16 form I",$1.00
"12 form II females, 1 form I males, 19 form I",$1.00
"12 form II females, 1 form I males, 2 form II",$1.00
"12 form II females, 1 form I males, 8 form II",$2.00
"12 form II females, 1 juv. males, 4 form I ma",$1.00
"12 form II females, 10 form I males",$1.00
"12 form II females, 10 form I males, 16 form",$1.00
"12 form II females, 11 form I males",$1.00
"12 form II females, 11 form I males, 3 form I",$1.00
"12 form II females, 11 form II males",$2.00
"12 form II females, 12 form II males",$1.00
"12 form II females, 15 form I males, 6 form I",$1.00
"12 form II females, 16 form I males, 2 form I",$1.00
"12 form II females, 16 form I males, 5 form I",$1.00
"12 form II females, 16 form II males",$1.00
"12 form II females, 19 form I males, 6 form I",$1.00
"12 form II females, 2 form I males",$1.00
"12 form II females, 2 form I males, 3 form II",$3.00
"12 form II females, 2 form II males",$1.00
"12 form II females, 24 form I males, 2 form I",$1.00
"12 form II females, 28 form I males, 10 form",$1.00
"12 form II females, 3 form I males, 2 form II",$1.00
"12 form II females, 3 form I males, 8 form II",$1.00
"12 form II females, 3 form I males, 9 form II",$2.00
"12 form II females, 3 form II males",$1.00
"12 form II females, 4 form I males, 1 form II",$1.00
"12 form II females, 4 form I males, 10 form I",$1.00
"12 form II females, 4 form I males, 3 form II",$2.00
"12 form II females, 4 form II males",$1.00
"12 form II females, 4 form II males, 9 juv. u",$1.00
"12 form II females, 5 form I males",$1.00
"12 form II females, 5 form II males, 22 juv.",$1.00
"12 form II females, 6 form II males",$1.00
"12 form II females, 6 juv. males, 4 form I ma",$1.00
"12 form II females, 8 form II males",$1.00
"12 form II females, 9 form II males",$1.00
