behavior,reps
mechanical sound; bill drumming; advertise; forage,6
forage; preen; perch,6
call; song; advertise; mate; fly,6
squeals,6
Social context: colony; perch; call; pant,6
taken from a flock of moulting birds,6
call; advertise; forage; Social context: mixed,6
from a flock of 6,6
advertise; lek; call,6
dawn chorus,6
Social context: colony; fly,6
foraging over water,6
subsong; whisper,6
grunts; barks,6
perform courtship display; preen,6
defecate; call; perch,6
call; establish parent young contact; establish flock contact,6
In Mixed Flock,6
cling; take flight,6
song; dawn song; advertise; forage,6
call; forage; Social context: troop; establish flock contact,6
perch; take flight; land,6
perch; take flight; forage,6
Perched In Tree Top,6
"swimming, collected at 0930 hrs",6
sit on nest; Social context: colony; incubate; perch,6
perch; call; depart,6
drink; forage,6
chorus; call,6
song; mate; Social context: family,6
Responded To Playback,6
song; dawn song; advertise; Social context: mixed,6
walk; perform visual display,6
walk; forage; rest,6
build nest; carry nest material,5
stretch; rest,5
preen; vocalize; wipe bill,5
call; mechanical sound; song; perform visual display,5
song; duet; Social context: family,5
wing flaps; call,5
call; scold; mob; emit alarm,5
perch; land; take flight,5
Mobbing Recordist,5
Soaring,5
perch; call; walk,5
Being Banded,5
advertise; song; perch; Syrinx,5
perch; preen; Social context: colony,5
call; advertise; roost,5
call; song; advertise; mate; perform visual display,5
being fed by adult,5
song; dawn song; counter singing,5
song; advertise; mob,5
preen; call; rest,5
call; mechanical sound; song; fly,5
call; mate; advertise; forage,5
forage; stretch,5
stand; Social context: flock,5
Song Post,5
Social context: colony; preen; perch,5
call; bill drumming; mechanical sound,5
take flight; fly,5
fly; plunge dive,5
beg; regurgitate; feed young,5
vocalize; perform visual display,5
In Low Brush,5
Social context: colony; perch; call,5
bask; perch,5
song; advertise; Social context: mixed; perform visual display,5
kill; capture prey,5
on water,5
"flying 0.25 mi from shore, collected at 1430 hrs",5
carry nest material; perch,5
hold food in bill; perch,5
call; depart; arrive; Social context: colony; establish flock contact,5
hop; song,5
Aggression/defense; rest,5
hop; song; perch,5
call; arrive; mate,5
mimicry; advertise,5
call; Social context: flock,5
feed young; beg,5
call; scold; fly,5
In Forest Canopy,5
subsong; forage,5
capture prey; eat; forage,5
swim; mechanical sound,5
mews,5
song; counter singing; mate,5
sleep; perch,5
flycatch; forage,5
song; establish flock contact; Social context: mixed,5
song; preen,5
drum,5
1 pair mating,5
depart; arrive,5
feed mate,5
depart; perform courtship display; preen,5
song not taped,5
carry nest material; land; take flight; build nest,5
call; court; Social context: herd,5
hop; wipe bill; perch,5
build nest; take flight; carry nest material,5
call; mechanical sound; depart; arrive; care for young; fly,5
call; subsong; forage,5
call; mechanical sound; depart; arrive; incubate; fly,5
forage; depart; fly,5
call; song; subsong; advertise,5
dead in trap,5
perform visual display; hop,5
perch; Social context: colony; call,5
call; establish parent young contact; forage; Social context: family,5
song; advertise; call,5
perform visual display; cling,5
Reproduction; perform courtship display,5
Dawn Chorus,5
song; call; contact,5
alone,5
sit on nest; rest,5
"collected at 1030 hrs, collected at 1030 hrs",5
walk; forage; stand,5
establish flock contact; advertise; call,5
mechanical sound; song; advertise; fly; perform visual display,5
emit alarm; scold; call,5
eat; hop,5
call; song; mate; establish flock contact,5
perch; ruffle,5
perch; take flight; wipe bill,5
grunts; squeaks,5
At Forest Edge,5
with male parent,5
song; duet; Social context: mixed,5
call; establish parent young contact; forage; beg; Social context: family,5
500-Hz thumps,5
call; song; advertise; mate; court,5
stand; sleep,5
call; depart; fly; establish flock contact,5
perch; hold food in bill,5
call; song; advertise; forage; scold,5
A Pair,5
call; mechanical sound; song; bill drumming,5
call; copulate; court,5
from a flock of 20,5
call; beg; fly,5
DOR (dying),5
call; fly; emit alarm; Social context: colony,5
hop; perform courtship display; call; perch,5
call; establish parent young contact; care for young; Social context: family,5
collected at 0930 hrs,5
2 Different Individuals,5
perform visual display; preen; perch; song,5
song; dawn song; advertise; mate,5
preen; stretch,5
4 Birds,5
in response to playback,5
perform visual display; hop; call; perch,5
lie; rest,5
fly; advertise; court; flight song; song,5
ruffle,5
lek; hop; perch,5
call; mechanical sound; song; forage,5
song; advertise; court; fly,5
In Response To Squeaking,5
song; call; dawn song,5
surface dive; swim; perform visual display,5
call; Social context: herd,5
call; court; mate; fly,5
perch; sally,5
preen; rest; Social context: flock,5
fly; emit alarm,5
call; song; advertise; scold; emit alarm,5
wipe bill,5
land; sit on nest,5
near cattle shed,5
advertise; vocalize; song,5
mechanical sound; song; dusk song; advertise,5
hop; lek; depart,5
forage; song; advertise,5
swim; call; rest,5
hover,5
from a small flock,5
Social context: colony; call; perch,5
fly; advertise; perform visual display; call,5
call; dusk song; roost,5
swim; forage; Social context: flock,5
mechanical sound; forage; fly,5
call; forage; fight,5
emit alarm; perform visual display,5
care for young; arrive; depart,5
call; barks,5
Mixed Flock,5
Skulking In Undergrowth,5
fly; glide,5
"In Marsh, Not Seen",5
call; dawn song; establish flock contact,5
eat; feed young,5
hop; perch; depart,5
single bird,5
Stand/Perch; preen,5
call; song; counter singing; dawn song; advertise,5
call; forage; fly; perform visual display,5
under rocks,5
call; fly; advertise; establish flock contact,5
song; perch; perform visual display,5
fly; wipe bill; perch,5
vocalize; perform courtship display; preen,5
preen; sit on nest,5
perform visual display; song,5
forage; call; song; perch,5
perch; land,5
call; fly; mob,5
forage; eat; hop,5
swim; feed young,5
depart; hop; perch,5
depart; advertise; counter singing; mechanical sound,5
call; court; fly; Social context: colony,5
1 of 5 in brood,5
perform courtship display; mechanical sound,5
fly; land; establish flock contact,5
Some In Response To Playback,5
fly; call; forage,5
near nest,5
beg; vocalize,5
on territory,5
court; sit on nest,5
molt; Aggression/defense,5
1 of 10 collected,5
mechanical sound; depart,5
arrive; perch; depart,5
sneeze,5
Duetting,5
call; advertise; establish parent young contact; Social context: colony,5
Male & Female,5
call; advertise; court; perform visual display,5
not singing,5
call; copulate; perform visual display,5
advertise; fly,5
swim; forage; walk,5
one of a pair,5
shot from flock,5
call; advertise; mate; fly,5
Hand Held,5
attack; fight,5
swim; perform visual display; call,5
1 of 2 together,5
bathe; drink,5
call; scold; emit alarm; Social context: family; perform visual display,5
forage; stand; walk,5
call; song; mate; advertise; Social context: mixed,5
1 of 5 from a nest,5
collected at 1800 hrs,5
carry food in bill; fly,5
eat; call,5
call; dawn song; scold,5
in mixed-species flock,5
perch; preen; fly,4
call; forage; song,4
perch; song; hop,4
1 of 2,4
forage; take flight; call,4
call; song; depart,4
dying,4
eat; carry food in bill,4
glide,4
song; duet; forage,4
mating,4
from a flock of 8,4
displace; perch,4
advertise; contact; song,4
perch; take flight; eat,4
Feeding Young,4
one of pair,4
Response To Playback Of Song,4
perch; preen; song,4
from a nest of 4 young,4
swim; court,4
call; song; advertise; mate; Social context: family,4
Two Birds,4
Social context: flock,4
mechanical sound; call; forage,4
collected at 1730 hrs,4
sunning; crossing road,4
adults feeding fledged young,4
eat; forage; swim,4
Single Individual,4
call; mechanical sound; Social context: family,4
preen; perch; song,4
forage; preen; call,4
from a brood of 8,4
from a flock of 30,4
song; fly; establish flock contact,4
Attending Army Ant Swarm,4
"Redwood Mountain, Whitaker'S Forest, 5500' Elev.",4
Foraging In Cecropia Tree,4
perch; take flight; ruffle,4
stand; walk; forage,4
perch; perform nest relief; brood,4
Singing In The Interior Forest,4
Near Nest?,4
call; subsong; beg,4
Recordist Near Nest,4
Response To Squeaks,4
song; subsong; court,4
dawn song; song; advertise,4
call; song; mate; forage; Social context: troop; Social context: mixed,4
land; fly; swim,4
In Low Vegetation,4
dipnetted,4
Antiphonal Singing,4
sit on nest; perch; Social context: colony,4
collected at 1700 hrs,4
call; perch; preen,4
fly; call; roost,4
Annoyed Response To Playback,4
call; fly; hop,4
call; forage; care for young,4
perch; hop; lek; depart,4
"collected at 1045 hrs, collected at 1045 hrs",4
walk; song,4
with young,4
call; care for young; emit alarm,4
one of 4 from nest under verandah roof,4
1 of 4 young,4
forage; swim; call,4
song; call; mimicry,4
Social context: colony; perform visual display,4
forage; perch; song,4
capable of flight,4
advertise; call; forage,4
beg; call; feed young,4
perform courtship display; preen; call,4
from brood of 6,4
call; song; mimicry; advertise,4
fight; swim,4
suck sap,4
chew; forage,4
adult female at nest,4
call; perform courtship display,4
call; establish parent young contact; beg; care for young; fly,4
mechanical sound; Social context: herd,4
1 of 4,4
land; fly; call,4
forage; eat; perch,4
call; fly; court,4
call; mechanical sound; depart; fly,4
In Scrub,4
Calling From Roadside Ditch,4
drink; swim; preen,4
mechanical sound; song; forage,4
Spontaneous Songs,4
forage; preen; rest,4
song; duet; dawn song,4
song; perch; fly,4
fly; call; land,4
call; counter singing; advertise; mate,4
carry food in bill; forage,4
call; song; dawn song; scold,4
flight sound; fly; call,4
forage; probe; walk,4
song; advertise; forage; fly,4
allopreen; preen,4
vocalize; walk,4
hop; swim,4
Delivering food to nest,4
preen; take flight,4
1 of a brood of 3,4
"flying 300 yards to ice edge, collected at 1330 hrs",4
chew; eat; forage; perch,4
call; mob; fly,4
dabble; forage,4
small seeds in pouches,4
song; mechanical sound; advertise; forage,4
song; call; dawn song; advertise,4
Chirping,4
care for young; perch,4
Juvenile,4
from colony of 6 or 8 nests,4
swim; forage; dabble,4
vocalize; call,4
call; flush; forage,4
lay egg,4
at suet feeder,4
swim; forage; perform visual display,4
Before & After Playback,4
fly; perform courtship display; call,4
"song mimics Lagonosticta rubricata,",4
call; song; advertise; mate; scold,4
fly; advertise; contact; dawn song; flight song; song,4
perch; fly; song,4
fly; land; stand,4
perch; sit on nest; incubate; Social context: colony,4
forage; knocks; cling,4
eat; call; perch,4
perch; Social context: colony; call; preen; rest; care for young,4
forage; eat; walk,4
walk; fly; stand,4
call; emit agonistic call,4
take flight; call,4
mechanical sound; call; song,4
mechanical sound; bill snap,4
bill drumming; mechanical sound; call,4
call; song; Social context: family; establish flock contact,4
hop; fly; perch,4
call; mechanical sound; Social context: herd,4
mate; forage,4
call; mechanical sound; establish parent young contact; care for young,4
call; advertise; beg,4
bill drumming; call; mechanical sound,4
collected after 1500 hrs,4
mechanical sound; depart; fly,4
from a flock of 14,4
Mixed Species Flock,4
"on territory, scolding and diving",4
depart; fly; call; perch,4
"just hatched, unable to walk",4
nest of 4 young,4
establish flock contact; fly,4
fly; contact; call,4
call; dusk song; emit alarm,4
call; incubate,4
on nest,4
collected before 0945 hrs,4
preen; wipe bill; perch,4
from a nest of 3 young,4
vocalize; preen,4
stand; scratch; walk,4
arrive; depart; perform courtship display; call,4
call; mechanical sound; advertise; perform visual display,4
advertise; lek,4
song; call; court; advertise; emit alarm,4
perform visual display; preen; call; perch,4
Male,4
Social context: flock; call; forage; wade,4
swim; sit on nest,4
eat; forage; probe; swallow,4
Social context: herd; rest,4
Family Group,4
fly; perform visual display; song,4
