disposition,reps
"Ex. with G.Kohn Apr 28,'90",1
"Given in exchange to Carnegie Museum, Dec. 4, 1929",2
"To Dutchess Comm. College, 1969",4
"Exch. with Chee Foo Museum, 28 Jun 1901 by Rev. Ge",1
"Sent in exchange to L.A. Fuertes-Jan 30, 1926",1
Exhibit - Sanford Hall,1
"Exch. to Univ. Minnasota, Jan 1956",1
Exchanged with Mr. Sennett,1
To Tahiti Museum 1928,1
Exch. to Phelps - Aug 1949,1
"Sent in exchange to the Bishop Museum, April 1928",4
"Sent to Australian Museum, Aug. 1982",1
Sent to Barro Colorado 192[illeg],1
"Sent to Field Museum of N.H., Nove 5, 1938",1
Given in exchange to Berlin Mus. Sept 1937,1
"Given in exchange to Acad. Nat. Sci., Phila. March",1
Exchanged with Apolinar Maria Dec. 1914,2
"Sent to Swedish Nat. Hist. Mus., 16 Oct 1928",7
"Discarded, June 1971",1
"Exchange with Phila.Acad.Nat.Sci., July 1928",1
Fla. St. Univ.,7
"Sent to Paris Mus., June 6, 1929",1
"Exch. with Stockholm Natural History Museum, May 1",2
"Gift to Putney School, 1950",1
"Exchange with Academy of Natural Sciences, 4 Aug 1",1
in freezer,2
Gift of Bklyn Mus. Nov. 1935,2
To Dutchess Community College,1
"Exch. Tring Mus.England,July,1906",1
Exchange Dr. Stresemann-Berlin Museum-May 1927,1
"Given in exchange Honarary Museum, Director Public",1
"Exch. F.M. Chapman, Apr 1925",4
"Exchanged Dec 16, 1939 with Princeton Museum of Zo",2
"Exchanged to Museo Ecuatoriano y Cien, Quito, Ecua",1
Exchanged with Dr. Wm. C. Avery,3
"Exchanged with Swedish Nat. Hist. Museum, 16 Oct 1",1
Exchange with North Carolina Museum Nat. Sci.,1
"Given in exchange to Phila,Acad,Sciences, November",1
"Sent in exch. Zoologishes Museum, Amsterdam, March",1
"Returned to Collection, 1-87",1
Exch. to Rothschild Coll. & renumbered AMNH 655352,1
"Given in exchange to Museo de Ciencias Naturales,",1
Exchange to Museo de Zodogia Univ. Nac. Aut. de Me,1
"Exch. Stockholm N.H. Museum,May 1927",1
Sent as a gift from Dr. Sanford to Colonel Meinert,1
Australian Museum 1953,1
"Exch. with Phila. Acad. of Nat Sci., Jul 1928",1
"Ex. with Louis Molnar, 10 Sep 1890",3
"Discarded by D. Amadon, 23 Jun 1969",1
"Exch. To: Queensland Museum, Australia, D.P. Verno",2
"Given in exchange to Calif. Acad. of Sciences, Jul",1
Given to L.C. Sanford date unknown. C.O'B. 15 Nov,1
Exchanged to N.Y.Sci. Supply Co.,1
"Given in Exch. to Museum Vert. Zool., June, 1955.",1
"Gift to Rutgers University, March 1964",1
"Discard 24 Sep 1954, J.F.(To: Carnegie Museum)",1
"Exch. with U.SD. National Mus., Feb 18, 1925",1
Sent as a gift to Colonel Meinertzhagen from L.C.S,1
"Returned to collection, March 1986",1
"Exch. with Paris Museum, June 13, 1928",4
Exchange - Fla. State Museum - 7/22/74,1
"Given in exch. to Phila. Acad. Sciences, Nov 1938",1
deaccessioned,2
Presented to M[illeg]. Crauford H. Green[illeg]alt,1
Given in exchange to the Field Museum of Natural H,1
Sent in exchange to the Australian Museum-23 Sept,4
"Exchange sent to Bishop Museum, Jan 21, 1932",1
Exch. with Phila Acad. Nat. Sci. July 1928,1
"Given in Exchange to Dr. R.C. Murphy, July 31, 195",1
"Sent in exchange to U.S. National Mus., Jun 1928",1
"Exchanged with L.A. Fuertes, March 23,1925",1
Ex. Cleveland Mus. Feb 1926,2
oversize XV4 collections,1
"Exch. E. Lehn Schioler, Jan. 1927",1
Given to Brooklyn Museum ?? Exchanged to Peabody M,1
"Exch. to Copenhagan Zool. Mus., May 1985",1
"Exch. with Munich, Oct. 1909",1
Destroyed by pests,1
Missing - may be on exhibit,2
"Discarded, Jun 1931",1
Exch. - Tackapausha Museum,2
Exch to Carnegie Museum Jan 1932,1
"Gift to California Academy of Sciences, Dr. R.T. O",1
"Exch. with S.I. Nov. 27,1889",1
"Exchanged with Luis Fuertes, 1909",1
"Sent in Exch. to the ICELAND MUSEUM NAT. HIST., Ju",1
Exch to N.Y. Sci. Supply,1
Discard 28-TX-54 J.F.,1
EXCH: DELAWARE MUSEUM N.H.,2
Exchange with A.T. Wayne,3
"Exchange with F.S. Hersey, Taunton, Mass.",1
"Sent in exch. to Paris Mus., June 6, 1929",1
1965 Exchange - Dr. Carlos Alberto Campos Seabra,2
"Exchange to U.S. National Museum, Sept, 1930",1
"Sent to Prof. van Ort, Leiden, Oct 1932",1
"Exchanged dwith L.A. Fuertes, June 10, 1910",1
"Exchange with Stockholm N.H. Mus., May 1927",2
"Discarded - Dr. Amadon, 17 Jul 1963",2
Destroyed by insects 50026?,1
"Sent in exchange to J. Berlioz, Oct 26, 1932",1
Exch. U.S. Mus. July 1921,1
"Exch. to U.S. Natuonal Museum, Jan 1932",1
"Exchange to Mr. Dieter Blyrae, Germany, Dr. Short,",1
Ex. with Brown Univ. Oct 7/90,1
"Exch. with Fuertes, 1906",1
"Exchanged Dec 16, 1939, Princeton Museum of Zoolog",1
"Exchanged with Dr. Wm. C. Avery, [illeg]2 Feb 18[i",1
"Exch. Univ. of Oklahoma, 3 Jan 1955",1
"Exchange to S. Austral Mus, 20 Nov 1974",1
"Exchanged with Academy of Nat'l Sciences; Nov 6, 1",1
"Exch. with E. Lehn Schiöler, January 1927",1
"Sent in exchan. to Occidental College, Calif., Oct",1
"Exch. with Dr. Stresemann, Berlin Museum, May 1927",1
"Exch. to Mus. Copenhagen, May 1959",1
"Exchanged with Colonel Meinertzhagen, May 1927",1
Exchange with Princeton Mus. Zool. Jan 1926,1
33,1
Discarded: 23 Feb 1962,1
"Exchange to Brit. Museum Nat'l Hist, London",1
"Given in exch. to M.C.Z., Dec 2, 1937",1
"Exchanged to Peterson Museum, N.J.",1
"Sent to  Barro Colorado, 1926",1
"Exchange with Tring Museum, May 19, 1927",1
Mounted Sanford Hall,1
"Sent in exchange Academy of Nat. Sci., April 30, 1",1
"Exch. with Chee Foo Museum, June 28, 1901",1
"Lent to N.Y. Zool. Park (Herb Knoblock), 20 Jul 19",1
"Exch. with Imp.Col.Agr. Japan, Oct. '08",1
"Given to the Dept of Mammalogy, Nov 28, 1939",1
"Exchange sent to Cleveland Mus., Jan 6, 1932",1
"Mounted for New Caledonia (capitivity, 1904) Group",1
"Exchange to Louisiana State Univ., Dr. George H. L",1
"Sent to Swedish Nat. Hist. Museum, Exch. 16 Oct 19",1
"1965, Exchange - Dr. Carlos Alberto Campos Seabra",1
"Sent in exchange to Dr. Stoltzman, Warsaw Mus., Ap",1
"Exch. sent to Cleveland Mus. Jan. 6, 1932",1
"Exchanged to Sao Paulo, Brazil Museum (Dr. Carmago",1
"Exch. with Acad. Nat. Sci. Phila., Jul 1928",1
"Exch. with Phila. Academy Nat. Sci., Jul 1928",1
This spec. sent on loan to Dr. Garrido in Cuba in,2
"Exch. Museo Paulista,Brazil,Mar.1917",1
"Taken by Mr. Morden to Acad. Sci. [illeg] [illeg],",1
"In exchange with L.A. Fuertes, Dec. 11, 1925",1
"Sent in exchange to the Bishop Museum, Apr 1928",1
Exchanged with Berlin Museum-July 1936,1
"Exchanged to NY Scientific Supply Co., January 17,",1
Exchanged to S. Austral. Mus.; 20 Nov 1974,1
"Exch. with Carlos Reeds, Mendoza, Feb. 9, 1917",3
"Exch. with Mr. E.J. Seton, May 24, 1928",1
Exch. - U of Florida - 1967,1
"Exch. with E.T.Seton, April 1918",1
Exch. with Dr. L.C. Sanford Sept. 1917,1
"Exch. sent to Berlin Zool., Jan 8, 1932",1
Exchange with Cleveland Feb 1926,1
"Sent in exchange with Leiden Mus., Nov. 1934",1
Exch. to Univ. Minnesota Jan 1956,1
"Gift to Western N. Mexico University, Dr. D. Zimma",1
"Presented to Chrildren's Museum-Boston, Jan. 13, 1",1
"Pres. to Dept. Conservacion DeLa Fauna Silvestre,",1
Exchange with Dr. Streseman Berlin Museum - May 19,1
"Sent in exchange to Bishop Museum , April 19, 1928",1
Given to Dept. of Public Istruction 1905,1
"Exch. with Ashley Hine Banff, Alberta July 31, 190",1
"Exchange with Tring Muse., July 9, 1928",1
Ex. with Imp.Col.Agr. Japan Oct'08,1
Sent in exchange to Rutgers Univ.-22 April 1975,1
"Gift to Pan-american Union,Washington,D.C.",1
North End,2
"Exch. Imp.Col.Agr. Japan, Dec.'09",1
"Exchanged with H.K. Coale, Chicago, Ill., Apr 1907",1
"Exchange Stockholm N.H. Museum, May 1927",1
"Exchange to Dr. Campos Seabre, 4/71",1
"""""""Given to National Museum & exchanged Jan. '90 for""",1
"Exch. Geo. E. Mason, suly 1922",1
"Exchanged with J. & J. Mailliard, Nov 1903",1
"Duplicate sent to Bombay Nat. Hist. Soc., March",2
"No. 421051 sent in exchange with Leiden Museum, No",1
"[illeg]M. Chapman [illeg], 1925",1
"Mounted for Groups presented to Mr. H.P. Whitney,",1
Exchanged dwith Berlin Museum-July 1936,1
"Given to Dept. of Pub. Educ., May 1917",1
Given to Brooklyn,1
Sent in exchange to the Australian Museum - Sept 2,1
"Gift to William Pen Museum, Harrisburg - 1969",1
"Sent in exchange to Academy of Natural Sciences, P",1
Exchanged w/ Univ. of Oklahoma 3-I-55,1
"Exchanged to Herbert Zaidler, Feb 10, 1956",1
"Given in exchange to Javier Orteiz de la Puente, L",1
Ex. dwith Imp.Col.Agr. Japan Oct.'08,1
"Exchanged to Goeldi Museum, Belem, Brazil, Jun 198",1
Discarded 4/16/71 C.O.B.,1
"Exchanged with Walter Koetz, April 1926",1
Gift to the Berlin Museum July 1936 never sent ML,1
"Sent in exchange to Ashby, Australia",1
"Exch. with Vienna Museum, 7 Feb. 1973",1
"Missing parts, see Availability Remarks In Collection Missing parts, see Inventory Remarks",1
Exch. to U. of Fla. 7/19/63,1
Gift to the Berlin Museum July 1936 Never sent M.L,1
"Exchanged to Queensland Museum, Australia, D.P. Ve",1
"Exchange to Paterson Museum, N,J.",1
"Given in exchange to Phil Acad. of Nat. Sciences,",1
"Exch. with O. Bangs, Sept 29, 1918",1
Presented to Roosevelt Memorial Assoc. Juyly 1924,1
in ANSP collection,84819
In Collection,19253
"On loan, see Loan Database",241
"On loan, see Loan Database In Collection",7
TEMPORARILY REMOVED FOR REPAIR,1
Found,17527
"Exch to U.S. National Museum, Jan 1932",3
On exhibit - mounted specimen formerly in Sanford,2
"Sent To Swedish Natural History Museum, 16 Oct 192",1
"Exch. sent to Bishop Museum, Jan 21, 1932",59
"Exch. with Mus. of Comp. Zoology, Dec 1922",3
"Exchanged with U.S. Nat. Mus., Sep 1893",22
"Sent to South Australian Museum, Aug 1982",11
D,1
Exch. Phil. Acad. Nat. Sci.,41
Exchange to Museo de Zoologia Univ. Nac. Aut. de M,20
"Sent in exchange Zoologishes Museum, Amsterdam, Ma",1
"Sent in exchange to Tahiti Museum, May 1928",16
"Exchanged with Princeton Museum of Zoology, 16 Dec",2
"Sent on open exchange to Myron Charles Baker, Colo",1
"Ex. with Cleveland mus., Feb 1926",12
"To Field Museum, July 1919",24
"Exchanged to Goeldi Museum, Belém, Brazil, Jun 198",15
"Exch. with Imp. Col. Agr. Japan, Oct 1908",84
Exch. to Rothschild & when returned renumbered 700,6
"Discarded, Aug 1953",11
"Exch. with Tring Museum, May 1927",10
"Ex. with C.B. Cory, Sep 1893",90
"Exch.W.F.H. Rosenberg, Feb 1921",51
Exchange to Phelps - Aug. 1949,1
Sent in exch. to Tring Mus. 9 Jul 1928,3
"Exch. with Imp.Col.Agr., Japan Oct'08",3
Exch. F.M. Chapman-April 1925 (Returned by NJ Audu,1
"Ex. with P.L. Sclater, Sep 1893; Exch. with H.K. C",1
"Given in exch. U.S. Nat. Mus., Sept 23, 1942",2
"Exchanged with Berlin Museum, July 1936",108
"Exch. with Carnegie Mus, 15 Jun 1929",3
Gift to the Berlin Museum July 1936 never sent,5
"Exch. with Phila. Acad. Nat. Sci., July 1928",6
absent,290
stratigraphic collections,3090
collections,66
"In Collection Additional Information, see Other Information",42
"In Collection On loan, see Loan Database",7
"Gift to the Mexican Government, 6 Dec 1927",23
"Exch. O. Bangs, Boston July 1906",12
"Exch. with O.Bangs, Boston July 19006",1
"Exchange with Dr. L.C. Sanford, Sept.1917",1
26,2
Given to New Guinea Mus.,70
"Sent to State University of Iowa, Iowa City, Iowa",1
"Pres. to Dr. Stanley C. Ball by Dr.L.C. Sanford, N",1
"Presented to Cornell University, Apr 1921",41
"Exchanged to U. Fla., 19 Jul 1963",1
"Ex. with S.I. Nov. 27,1889",19
Ex. with Cleveland Mus. Feb 1926,16
"Discarded by Mr. OBrien, 15 Mar 1971",1
"Given in exchange to Field Museum of Nat. Hist., J",3
"Exchange to Herbert Zeidler, Feb 10, 1956",3
"Sent as a gift to Col. Meinertzhagen from L.C.S.,",1
"Duplicate sent to British Museum, March 1938",33
"Sent in exchange to National Museum of Rhodesia, 2",1
"Exchange dwith Tring Mus., July 9, 1928",1
On exhibit - mounted for exhibition in Olympic For,7
Exch. to U.S. National Museum Sept 1930,6
"Exchanged with Paris Museum June 13, 1928",1
Given in exchange to Field Museum of Nat'l Hist.,6
Destroyed by insects; Discarded 9 May 1917,18
"Exch. with Stockholm N.H. Mus., May 1927",3
Thin section collections,12
oversize; radioactive collections,4
"Exchange with Frank Warrimont, April 1909",1
in ANSP collection as photographic voucher only,45
"Additional Information, see Other Information In collection Missing parts, see Availability Remarks",16
"In Collection On exhibit On loan, see Loan Database",6
"Skin destroyed, Aug 1920",1
"Gift to the Berlin Museum July 1936 never sent, M.",1
To Taxedement [illeg.]Dept.,1
"Exch. with H.K. Coale, 4 Dec 1913",13
"Discarded, Dr. Amadon, 17 Jul 1963",3
U. Nat.Mus. in exchange 1886; Exch. with Imp.Col.A,1
"Exchanged to S. Austral Mus., 20 Nov. 1974",6
"Exchanged to Rothschild, when returned renumbered",1
"Gift to the Berlin Museum, July 1936 never sent",6
"Exchange with J. Rowley, Jr.",4
"Ex. with Louis Molnar Sept.10,1890",1
"Exch. Museo Paulista Brazil, Mar 1917",1
Presented to Dept. of Education 7/29/63,5
"Sent in exchange to Carnegie Museum, Apr 1928",7
Exch. with O. Bangs Sept 20 1918,2
"Exch. Museo Paulista, Brazil Mar 1917",1
"Exch. to U.S. National Museum, Sept.",1
"Exch. Geo E. Mason, Jul 1922",1
Exch. to Chicago Mus.,1
Thin Section collections,26
Destroyed by sampling collections,70
"Exch. with Stockholm Mus., June 14. 1929",1
"To Dutchess Community College, 1969",2
"Discarded by Dr. Dean Amadon, 19 Feb 1957",1
Mounted-Sanford Hall,17
"Exch. with Phila Acad.Nat.Sci., July 1928",1
Given to Pub. Educ. May 1917,2
"Sent to Barro, Colorado 1926",5
"Sent in exchange to E. Lehn Schiolen, Jan 1927",1
"Exch. sent to Bishop Museum Jan 21, 1932",27
"Exchange with E. Lehu Schioler, January 1926",1
Exchange sent to U.S. National Museum,32
Exchanged Phila. Acad. Nat. Sci.,1
"Sent in exch. to Tring Mus., July 9, 1928",3
"Discarded by Dr. C. Vaurie, 24 Sep 1956",1
"Sent in exchange to the Australian Museum, 23 Sep",5
stratigraphic collection,18
Collections; Thin Section Lab collections,6
Given to Brooklyn Museum (Discarded?),3
"Given in exchange to Carnegie Museum, March 6, 194",1
"Exch. dwith O. Bangs, Sept 20, 1918",1
"Exch. with Phila. Academy of Nat. Sciences, Jul 19",23
Gift to W. New Mexico U. - 1968,2
"Sent in exch. Univ. of Florida, Prof. Pierre Brodk",1
Duplicate for U.S. Nat. Mus. Feb 1913,25
"Exch. with Imp.Col.Agr. Japan, Oct '08",7
Exchanged with Jesse D. Figgins,4
"Exchanged Vienna Museum, 6 Apr 1982",2
"Exch. with Louis Molnar Sept. 10,1890",1
Exchange with A.T.Wayne,6
Exch. with Carnegie Mus. June 15 1929,1
"Exchange Auckland Museum, April 20, 1950",1
"To LSU, Apr 1967",2
Presented by Geo. Russell,1
"Exch. to Peabody Museum, Yale Museum, August 1964",2
"Gift to CSIRO, Canberra",5
"Given in exchange to L.A. Fuertes, Oct 1920",4
"Given in exch. to Phila.Acad.Sciences, Feb 1938",3
Given in exchange to Field Museum of National Hist,3
systematic,20
"Additional Information, see Other Information Missing parts, see Availability Remarks In collection",9
"Exchanged with John E. Thayr, Lancaster, Mass. Jun",1
Exch. with Dr. L.C. Sanford,4
"Discarded, Sep 1957",4
to Tahiti Museum 1928,3
"Sent in exchange to H. Hovel, Haifa, Israel; 5 Jun",1
Discarded May 1925,3
"Given in exchange to Museum Comparative Zoology, M",6
Exchange with Tring Museum< May 1927,1
"Exch. sent to Berlin Zool. Jan 8, 1932",3
"Sent in exchange Univ. Florida, Prof. Pierce Brodk",3
"Given in exchange to Dr. R. Dabbene, Nov 1919",1
Exchange with Munich Mus. Oct. 1909,9
Exchanged dto Chicago Mus.,1
Exchange to Paterson Museum N.J.,4
"Sent to LSU Mus. of Zoo, on exchange, May 1984",1
"Ex. with Cleveland mus, Feb 192[illeg]",16
"Sent in exch. to Academy of Natural Sciences, Apri",1
"Exchange Museum of Southwestern Biology, 8/2002",3
"Exchanged with Kny-Sheerer Co., Mar 1902",2
"Exch. with Tring Museum, July 9, 1928",15
Exchanged to Chicago Museum,4
Exch with Phila.Acad.Nat.Sci. July 1928,2
Exchange with Dr. Stresemann-Berlin Museum May 192,1
"Given as gift to Penn. Mus., Harrisburg-1969; Gift",1
"Gift-SWRS, Porta, Ariz.",1
"Given in exchange to Museum A. Koenig, Bonn, Germa",1
Gift to W. New Mex U - '68,1
Exch. with Imp. Col. Agr. Japan Dec.'09,1
"Exchanged to Goeldi Museum, Belém, Brazil, June 19",8
"Exch. W.F. H. Rosenberg, Sept 1921",2
Mounted for Man and Bird Group - 1945,2
Missing - not found in any Polioptila tray in skin,3
Exch. W.F.H. Rosenberg. Sept 1921,2
"Given in exchange to Phila. Acad. Sciences, Feb 19",3
Presented to Fish & Wildlife Service,1
"Exchange with Philla. Acad. Nat. Sci., Jul 1928",1
"Given in exchange to Dr. Dabbene, Sep 1930",3
Given in exchange to Princeton Museum,8
"Sent in exchange to the U.S. National Museum, Nov",1
"Exchange with Paterson Museum, N.J.",5
"Discarded by Dr. Mayr, 1 Nov 1939",1
Sent in exchange to Edwin Ashby,3
"Exchanged to Queensland Museum, May 1985",12
11,3
"Additional Information, see Other Information Missing parts, see Inventory Remarks",2
"Exch. sent to Swedish Mus. Dec 13, 1931",1
"Sent in exch. to Acad. of Natl. Sciences, Jul 1928",3
"Given in exchange to Academy of Nat. Science, May",1
Gift of R.W. Peavey,4
Ex. with C.A. Smith May 15/90,1
"Taken to Europe by Dr. Sanford for exch. June 29,",3
"Exchanged to S. Austral. Museum, 20 Nov 1974",6
Exch. to Rothschild renumbered 700714 on return,1
"Ex. with S.I. Nov 27, 1889",7
"Exch. with O. Bangs. Sept 20, 1918",2
"Exchange Delaware Museum, N.H.",2
"Sent in exchange to the Acad. of Natl. Sciences, P",1
Exch. with Imp Col.Agr. Japan Dec.'09,1
"Exch. to U.s. National Museum, Jan 1932",1
"To Dutchess Community Coll., 1969",1
"Sent to South Australian Museum, Aug, 1984",1
Sent to Prof Sarasur Bask,1
Exch. R.C. McGregor,10
"Mounted for the Landscape Hall' October, 1951",1
Given to R. Boulton in exchange,1
Exch. with Imp.Col.Agr. Oct.'08,1
"Exch. with F.O. Johnson May 20, 1889",1
"Given in exchange to the University of Arkansas, F",1
"Sent to Bishop Mus, Feb 28, 1963",1
"Given in exchange to Edw. Wigglesworth, Boston",1
"Exchanged to Princeton Museum, October, 1960",1
Sent to Hayes Lloyd in exchange  April 1926,2
"Ex. with S.I. Nov.27,1889; Given to Brooklyn Museu",1
84,1
"Discarded, 20 Jan 1906. W.DeW.M.",1
"Exchanged J.T. Nichols, 1 Feb 1907",2
Exchange to U.S. National Museum,3
"Exchanged with John Lewis Childs, 26 Mar 1903",3
"Sent to Swedish Nat. History Museum, Oct 16, 1928",3
"Gift to the Berlin Mus., July 1936 - Never sent M.",1
"Sent to S. Australian Mus., Aug 1982",1
Exch: Delaware Museum N,1
"Exch. with Imp.Col.Agr.m Japan, Oct.'08",1
"Ex. with R. Meinerzhagen, June 1924",5
Exchange - Auckland Mus. 20 Apr 1950,1
Discarded 22 Feb 1962,1
"Exch. to South Australian Museum, Australia, Shane",1
Exch. - Dr. Streseman - Berlin Museum - May 1927,1
"Exch. with Mr. E.T.Seton, May 24,1928",1
"Gift to Peabody Museum, 1/26/1960",1
"Exchange with Dr. Chapman, April 20, 1925",3
Exch. with Cleveland Feb. 1926,1
"Exch. O.Bangs Boston, July 1906",2
"In collection On loan, see Loan Database Additional Information, see Other Information",2
"Sent to N.Y. Zool. Park; died May 1, 1927",1
"Sent in exchange to Tring Museum, 9 Jul 1928",1
Discarded D. Amadon 7/17/63,1
"Exchanged with A.G. Pine,Jr. Dec. 1, 1886",1
"Exch. Delaware Museum, N.H.",9
"Exch. to Australia Museum In S. Wales, Australia 3",1
"Skin spoiled, Discarded",1
Orig. label lost 11/1/65; duplicate label prepared,1
"Given in exchange to the Bristish Museum, June 193",1
Stratigraphic Collections,6
"On exhibit On loan, see Loan Database",1
"Exch. to U. Oklahoma, Dr. Robert B. Payne",1
"Exch. sent to to Cleveland Mus. Jan 6, 1932",1
Exch. with PhilaAcad.Nat.Sci. July 1928,2
"Sent in exchange to Occidental College, Calif., Oc",1
"Exch. with Phila Acad.Nat.Sci., July, 1928",1
"Discarded by Dr. Mayr, Nov 1, 1938",2
"Given to Allston Flagg, Aug 1945",1
Sent to Colonel Meinertzhagen as a gift from L.C.S,5
Exch. with Imp.Col.Agr. Japan Oct. '08,1
Exchange: Museo de Zoologia Univ. Nac. Aut. de Mex,5
"Sent in exchange with E. Lehn-Schiöler, Jan 1927",1
Exchange - Tackapausha Museum,1
"Ex. with Carlos Reeds, Feb 1917",2
Exchange with Dr. Stresemann-Berlin Museum-May 192,5
"Given in exch. to E. Lehn Schioler, Copenhagen, Au",3
"Mount placed in Biodiversity Hall, June 1998",1
"Given in exchange to Wm. H. Phelps, July 23,1948",1
Sent to U.S.N.M. Oct 1921,4
"To Allan Brooks, Feb. 1924",2
"Sent in exchange to Dr. A. Jacobi, Steatlicke Muse",1
Sent by Hamlyn to Gerrard,1
Sent in exch. to Bishop Mus. April 1925,1
Gift-City College-1969,1
Exchange-Dr. Stresemann-Berlin Museum-May 1927,1
"Exch. with M.C.Z, Jul 1928",1
"Sent to LSU Mus. of Zool. on exchange, May 1984",2
"Discarded from Coll., 21 Oct 1931 (Preparation Dep",1
69,1
"Exch. with W.O. Wheeler, May 1924",2
Discarded: 6 Oct 1954 J.F.,1
Pres. to Dr. Stanley C. Ball by Dr. L.C. Sanford N,2
Exchanged with Berlin Mus.,5
"Ex. with A.I. Nov. 27,1889",1
"Given in exch. to Phila. Acad.Sciences, Feb 1938",3
Exch. with A.E. Southwise [illeg.],1
"Rec'd frozen Leaden hall Market, 1903",3
Footprints collections,4
"Exchanged with A.G. Paine,Jr. Dec.1,1886",1
"Given Exchange to Cornell University, May, 1972",1
Exchange Delaware Museum N.H.,1
"Exchanges with Prof. Wm. W. Marshall, U. of Minn.",1
Exch to Zool. Mus. Copenhagen May 1959,1
Exch. Cleveland Museum June 1920,1
"Exch. with Rosenberg-Aug. 26, 1928",1
Exch. to Rothschild and renumbered 700713 on retur,1
Exchanged with C.B.Cory,1
"Given in exchange to Wm H. Phelps, September 6, 19",1
"Exchanged to Mus. of Southwestern Biology, Albuque",1
Discarded: Mar 1942,2
Exch to Rothschild and renumbered 700712 on return,1
Exch. E. Loehn Schiöler Jan 1927,1
Exch. to Rothschild and renumbered AMNH #655355 wh,1
"Ex. with Cleveland mus, Feb 19[illeg][illeg]",2
"Exchange to Australian Museum, N.S. Wales, Austral",1
"Missing parts, see Availability Remarks In collection Deaccessioned, see Availability Remarks",1
Exchange with Dr. Stresmann-Berlin Museum-May 1927,1
"Sent in exhcange zoologisches Museum, Amsterdam, M",1
"Ex. with F.O. Johnson, May 30, 1889",1
50,2
Sent in exchange to Cornell University,2
Exch. - Mr. Starrs Olson,2
"Given in exchange to Wm. H. Phelps, September 6,19",1
"Exch. with Chee Foo Mus., thro' Rev. Geo. Cornwall",2
"Given in exch. to U.S. National Museum, June 1966",1
"Sent to Brooklyn Museum in exchange Aug. 19, 1927",1
"In collection Missing parts, see Availability Remarks Additional Information, see Other Information",2
"Donated to Urban Park Rangers, Brooklyn, N.Y. - Ju",4
Exch. to U.S. Nationa Museum Sept 1930,1
"Sent to Barro Colorado 1926; Returned, July 2002;",1
"Given in exchange to Paris Museum, 3 Mar 1953",1
Exch. with Berlin Mus. July 1936,1
"Exchanged with L.A. Fuertes, 19 Feb 1914",2
"Exch. E. Lehn Schiöler, Jan. 1927",1
"Exch. to W.F.H. Rosenberg, Sept 1921",1
"Exchange to Louis State Univ., Mar 1975",1
"Exch. with Tring Mus. July 7, 1928",2
systematic ? collections,2
Sent in exchange to Carnegie Mus. 1 Dec 1975,1
Given to Dr. karl Koopman,1
"Exch with Imp. Col. Agr. Japan, Oct [illeg]",1
"Exchanged with Moore Lab. of Zoology, Occidental C",1
"Sent in exchange Alexander Koenig Mus. Bokn, Germa",1
"Sent in exch. Zoologishes Museum, Amsterday, Mar 2",1
"Exch. Stockholm Nat. Hist. Museum, May 1927",1
"Exchange to Univ. Minn., Jan 1956",1
Exch. Phila.Acad.Nat.Sci. July 1928,1
"On loan, see Loan Database In Collection On exhibit Additional Information, see Other Information",1
"Exchange sent to Bishop Museum, Jan 21 1932",1
"Exchanged with Frank Warrimont, Apr 1909",2
Sent to Brooklyn Museum,2
"To Allen Brooks, Feb 1924",1
"Sent to Prof. van Oort, Leiden",1
Exch. sent to U.S. National Musuem,2
"Exchanged with MCZ, July 7, 1927 for Ciridops anna",1
Exchange to Dr. Campos Seabra 4/71,1
Exch. with Phia.Acad.Nat.Sci. July 1928,1
"Giving in exchange to Cornell University, May 1972",1
"Exchange to Patterson Museum, N.J.",2
Exchanged with South Australian Mus. 8/80,1
"Exchanged to S. Austral. Museum, 20 Nov. 1974",2
Exchanged with H.K. Coale March'10,2
"Exchange Museo de Zoologia, Univ. Nacional Aut. de",2
"Exchange-Peabody Mus., Jan 1950",2
Given to Michigan State University,1
"Sent to UMMZ, Michigan, in exchange ; Sept 1984",1
given to Brooklyn Museum,1
169,1
"Exchanged with the Princeton Museum of Zooloogy, D",1
"Exchanged I.A. Cohen, Oct 20.'03",1
"Exch sent to Bishop Museum Jan 21, 1932",1
Ex. with W. Wheeler May 1920 [illeg.],1
"Exch. O. Bangs Boston, July 1906",4
"Sent Exch. Royal N.H. Museum, Sweden, Gyldenstalpe",1
"Discarded, 30 Apr 1942",1
Exch. with Imp.Coll.Agr. Japan Oct.'08,2
"Exch. with Phila. Acad. Nat Sci., Jul 1928",1
"Exchanged, Oct 17, 1888",1
Sent Exchange to São Paulo Museum (F.A. Camargo) J,1
"Given in exchange to Wm H. Philps, August 21, 1944",1
"Sent to Swedish Nat. Hist. Museum , Oct 16, 1928",1
"Sent in Exchange to Rutgers University, 22 Apr 197",1
"Exch.-Stockholm Natl. History Museum, May 1927",1
Sent in exchange to Bishop Museum Apr 1928,1
"Exch. with Rosenberg, Aug 1929",2
Discarded 1 Mar 1948,1
"Exchange Iowa State U., 1967",1
"Exch. sent to Berlin Zool. Mus. Jan 9, 1932",1
Gift to Rutgers Univ. March 1964 JF,1
"Given in exchange to Phila Acad. Sciences, Feb 193",1
Sent in exchange to Senckenberg Museum-Dec 1926,1
"Exch. with S.G. Je[illeg]ett, 28 Oct 1926",1
"Exch. sent to Swedish Museum, Dec 12,1931",1
"Given in exchange to the Paris Museum, March 3, 19",1
"Exch. with Imp.Col.Agr., Japan Dec.'9",1
