behavior,reps
hop; perch; perform courtship display; perform courtship display,1
fly; land; carry nest material; perch,1
forage; take flight; preen; rest,1
perch; eat; hop; take flight,1
mate; perform courtship display; call,1
call; bill snap; mechanical sound,1
swim; preen; call; perch,1
song; perch; depart,1
call; beg; Social context: family; perform visual display,1
"Inside of butte, in shade, many large rocks, very active.",1
mechanical sound; perform nest relief; fly,1
perch; eat; hop,1
yawn; forage; stand,1
Syrinx,1
"Nested several times in captivity. tape 1990 #2, 3",1
"Male Sings From Perch In High Canopy, Song Quiet,",1
In Open Field From Small Tree,1
At Top Of 40' Pine @ Edge Of Barranca,1
Flock Of 8,1
AVES-071641,1
AVES-105840,1
AVES-103361,1
AVES-092336,1
AVES-059405,1
AVES-105930,1
AVES-101609,1
AVES-100423,1
AVES-092494,1
AVES-100278,1
AVES-075487,1
AVES-105841,1
AVES-103612,1
AVES-054850,1
AVES-075111,1
AVES-101392,1
AVES-103251,1
AVES-092295,1
AVES-103506,1
wipe bill; perform visual display; perch; song,1
scratch; stretch; bob,1
AVES-094292,1
Under large logs.,1
AVES-100938,1
AVES-103427,1
AVES-094268,1
AVES-101374,1
AVES-074401,1
AVES-102053,1
AVES-071599,1
AVES-081688,1
AVES-100363,1
Birds Keeping On Or Close To Forest Floor,1
AVES-094381,1
AVES-072515,1
AVES-092438,1
AVES-059484,1
AVES-093069,1
AVES-071989,1
AVES-092330,1
AVES-074697,1
AVES-071849,1
enter nest cavity; exit nest cavity; perch,1
AVES-095264,1
AVES-095274,1
AVES-103356,1
AVES-102096,1
Social context: flock; perform visual display; call,1
sit on nest; walk,1
perch; hop; perform courtship display; copulate; call; depart,1
call; dawn song; court,1
depart; advertise; arrive; preen; counter singing; mechanical sound,1
ruffle; walk; scratch; preen; bathe; stand,1
AVES-074497,1
call; mate; court; emit alarm; fight,1
fly; preen; watch,1
incubate; sit on nest; rest,1
call; fly; depart,1
call; mechanical sound; contact,1
fly; take flight; flight song; song; Aggression/defense,1
call; song; depart; arrive; court; Social context: colony; establish flock contact,1
song; call; fly; fight,1
sit on nest; incubate; flush,1
AVES-070047,1
AVES-100947,1
AVES-075618,1
AVES-094353,1
AVES-103417,1
AVES-100119,1
AVES-101933,1
AVES-074104,1
AVES-105700,1
AVES-074165,1
AVES-075351,1
reared by Lonchurna striata,1
AVES-105802,1
AVES-054976,1
AVES-101279,1
AVES-094431,1
AVES-094327,1
AVES-092612,1
AVES-074849,1
AVES-103402,1
AVES-105664,1
AVES-094940,1
AVES-072743,1
AVES-136476,1
AVES-075711,1
AVES-103443,1
AVES-094265,1
AVES-101382,1
AVES-094386,1
AVES-091516,1
AVES-105843,1
AVES-071935,1
AVES-101965,1
AVES-101523,1
AVES-091513,1
AVES-072432,1
AVES-101141,1
AVES-075459,1
AVES-100975,1
AVES-101277,1
AVES-105922,1
AVES-105292,1
"nest nearby, alarm notes",1
flew in to singing male V. chalybeata. mate of #4616,1
high in canopy,1
Telephone Lines Near Village,1
In 2 Bradford Pear Trees No More Than 20' Tall; Th,1
In Pine 10 M From Ground,1
"Calling From Forest Interior, Near Edge Of Forest",1
Calling From Tall Coconut Palm,1
"A Group, In Forest Undergrowth",1
Above Net 2 On Song Post In Dense Shrubs,1
"Single Individual, Disturbed By Recordist, On Grou",1
AVES-091897,1
shot with LPP 62,1
taken with NHR 718,1
from a brood of 10,1
in nest with 2 downy young,1
alone by shore,1
taken 150 yards from nest,1
feeding fledglings,1
with agitated female on farmland,1
hawking for flying insects,1
AVES-071811,1
AVES-105694,1
AVES-092821,1
AVES-075463,1
AVES-091914,1
AVES-054836,1
AVES-100259,1
AVES-070051,1
AVES-092509,1
AVES-105363,1
AVES-075745,1
AVES-100882,1
AVES-072767,1
AVES-105697,1
AVES-100792,1
AVES-071198,1
AVES-072476,1
AVES-101845,1
AVES-105671,1
AVES-105854,1
perch; lek; call,1
Male And Female Both Calling. Single Chuckle Note,1
"Bird Nervously Darting About, Other Of The Pair Cl",1
"Foraging In Roadside Forest, Feeding By Probing Re",1
Calling Between Pair,1
Scolding Recordist In Presence Of Fledglings,1
Young Being Fed,1
Bird Was Attracted To This Location From 29N By PB,1
"""""""Very Agitated""""""",1
"2Nd, Sitting On Top Of A Palm",1
Flying Back & Forth From Perch To Perch & Bobbing,1
One Individual In Tall Tree; Seemed Very Agitated;,1
call; scold; whisper; Social context: family,1
"Bird In Top Of Tall Spruce, Foraging, Flitting Aro",1
"foraging, ~3 individuals",1
many nesting,1
had nest of 2 blind young,1
predated by fire ants/armadillo,1
AVES-075293,1
AVES-054863,1
AVES-094902,1
AVES-072897,1
parent of young just out of nest,1
"""""""10-15M Up In Heavy Foliage Tree""""""",1
Skulking In Vine Tangle,1
1-3 Birds,1
Called In With A Tape,1
In Lush Deciduous & Ran Forest,1
Moving Around,1
Several Individuals Perching Togather In Forest,1
Group Of 5-6 Flying Overhead,1
Perched In Bare Branches,1
1 of 2 nestlings in nest,1
reacting to recordist,1
"3 young flew out of nest barely fledged, parents close",1
singing with mate,1
Foraging about a series of feed (paper) sacs among tall weeds.,1
flew to singing male V. funerea,1
under bark of tall pine,1
crossing Paynes Prairie and Orange Lake,1
AVES-075294,1
AVES-136539,1
AVES-102020,1
swim; ruffle; solicit copulation,1
take flight; incubate; sit on nest; call,1
call; fly; forage; Social context: mixed,1
establish flock contact; call; advertise,1
hop; take flight; perch; wipe bill,1
mate; cling; perch,1
emit distress calls; emit escape sounds; call; cries; mews; purrs,1
enter nest cavity; call,1
swim; preen; rest; forage,1
flap; walk; forage,1
AVES-074705,1
call; mechanical sound; arrive; establish parent young contact; beg; Social context: family,1
call; beg; feed young; care for young,1
fly; mechanical sound; emit alarm; call,1
call; mechanical sound; song; counter singing; forage; fly; establish flock contact,1
brood; forage; walk,1
scratch; watch,1
perform visual display; be displaced; Aggression/defense; attack,1
In With A Flock Of Chlorothraupis carmioli,1
Lower Mid Story,1
bill caked with mud,1
call; mechanical sound; counter singing,1
AVES-094168,1
AVES-072777,1
preen; mechanical sound; wipe bill,1
AVES-101416,1
AVES-102469,1
AVES-091500,1
AVES-025095,1
preen; yawn; call,1
call; mechanical sound; beg; fly; emit alarm,1
AVES-059579,1
call; mechanical sound; advertise; mate; fly; emit alarm,1
swim; perform visual display; take flight,1
flap; drink; forage; perch; take flight; walk,1
sit on nest; perform nest relief; allopreen; incubate,1
perch; preen; beg,1
AVES-054732,1
call; song; advertise; beg; forage; Social context: mixed; Social context: family,1
run; stand; call; take flight,1
preen; bathe; forage,1
beg; call; eat; feed young; peck; preen; stretch; scratch; ruffle; bob,1
AVES-100263,1
AVES-074763,1
AVES-094930,1
AVES-136245,1
beg; care for young; eat; walk; regurgitate; feed young; vocalize,1
AVES-092257,1
Social context: troop; Social context: mixed; establish flock contact,1
court; mate; fly,1
court; call; song; contact,1
perch; carry food in bill; arrive,1
AVES-065599,1
enter nest cavity; exit nest cavity; song,1
enter nest cavity; call; song; perch,1
AVES-101257,1
fly; land; establish flock contact; call,1
land; fly; Social context: flock; swim,1
arrive; perch; hop; fly; depart,1
forage; eat; perch; call,1
carry food in bill; beg; call; eat; brood,1
AVES-105916,1
AVES-071955,1
AVES-054674,1
"reared by Lonchura striata foster pair. Genetic mother b/BN. father v/y. tapes 1995:17B,1996+1997",1
AVES-101050,1
AVES-074685,1
tapes 204 #1AR: 3B,1
AVES-101086,1
AVES-094549,1
AVES-091507,1
"After  White-Breasted Tapaculo Call,  Thrush Flies",1
Provoked by recordist at nest cavity,1
AVES-105293,1
(2),1
Ca. 10 Nuthatches With Ca. 10 Chickadees; Nuthatch,1
AVES-100588,1
"""Singing From Top Of Tall """"Angofera""""""",1
AVES-092372,1
AVES-081662,1
AVES-075473,1
AVES-101926,1
territorial dispute,1
AVES-103446,1
swim; eat; take flight; call; flap,1
exit nest cavity; wipe bill,1
call; arrive; Social context: colony,1
call; perch; song; defecate,1
perch; defecate; forage,1
fly; swim; hover; land; take flight,1
beg; feed young; peeps; peck,1
land; call; rest; stand,1
perch; fight; attack; displace,1
call; forage; contact; beg,1
mechanical sound; bill drumming; emit alarm; scold,1
AVES-070111,1
AVES-101408,1
mechanical sound; contact; call,1
call; song; subsong; mate; forage,1
song; dusk song; advertise; fight,1
AVES-072089,1
call; counter singing; advertise; mate; fly,1
AVES-093889,1
AVES-093906,1
2 Calling From Woods,1
"Unseen, Singing From Primary Forest Floor",1
Flying From Tree To Tree 7-8' In Secondary Forest,1
Protecting Young Out Of Nest,1
Male Calling From Tree 20' Up,1
"Female, Male",1
AVES-075727,1
Excited?,1
AVES-072106,1
Orange Crest Seen On M. Similis,1
AVES-072192,1
AVES-092827,1
AVES-074619,1
AVES-075402,1
AVES-100106,1
AVES-105397,1
AVES-072366,1
About 5 Quetzels In Vicinity,1
1 of 7 in brood,1
shot with DMW 230 from group of three in forest,1
On Hill Above Bridge,1
AVES-100638,1
AVES-072535,1
mechanical sound; call; perform visual display,1
flap; walk; advertise,1
walk; preen; vocalize; beg,1
call; advertise; mate; establish flock contact,1
fly; land; eat; stand,1
walk; preen; drink,1
Social context: colony; call; perch; take flight,1
flush; fly; sit on nest,1
Social context: flock; perch; eat,1
"Perched In Pine Tree, Calling & Bobbing Tail, Movi",1
AVES-100173,1
song; counter singing; perform visual display,1
AVES-105839,1
call; mechanical sound; song; Social context: colony; perform visual display,1
call; duet; scold,1
AVES-054677,1
perch; hop; scratch,1
tape 1972 #49,1
Birds foraging from perch in tree,1
AVES-074297,1
Netted in farmyard by blue ad male mimicking song of L. rufopicta.,1
AVES-094731,1
AVES-072036,1
AVES-071800,1
AVES-101728,1
AVES-059388,1
AVES-071648,1
AVES-136574,1
AVES-102758,1
AVES-100445,1
"song tape recorded, mimics Hypargus",1
AVES-103577,1
AVES-075285,1
AVES-075276,1
AVES-092318,1
walk; court; sit on nest,1
call; subsong; advertise,1
AVES-100779,1
AVES-094592,1
AVES-054927,1
Hatchlings As Soil Over Them Scraped Away,1
Bird Sings When You Pass By Its Home In The Dense,1
Responses To Beechey's Jay Alarm Calls,1
"Spontaneous, Bird Did Not Respond to Playback",1
"Group Hw 16 (Pair), Disturbed By Recordist",1
Calls Of Female That Was Excavating Nest W/Ml-09,1
Near A Nest,1
On The Wash Line,1
"Some Spontaneous, Most In Reponse to Playback",1
"Hedge Near Nest,  Fledglings Nearby",1
sunning and in flight,1
AVES-100895,1
Group Cw 6-81,1
Singing From Shrubbery & Pine Trees In A Woodland,1
sucking sap on Black Sugar Maple,1
Responding To Playback Of Song,1
Small Flock (10-12),1
collected while feeding young,1
1 of 2 young and egg in nest,1
song tape 2001 #1A: 340-440,1
walk; scratch; forage,1
AVES-071623,1
call; mechanical sound; fly; contact,1
stand; run; forage; hop; peck,1
establish flock contact; forage; advertise; call,1
flew to & courted by singing male codringtoni.,1
"netted at motel dam, where the only male I've seen in purple, pale wings, & mimics Lag. rufopicta.",1
caught in same trap as OMNH 64808,1
"At Nest In Snag, Carrying Food To Young",1
2 Or 3 Individuals,1
eating frog,1
AVES-101192,1
sally; perch; fly,1
AVES-059368,1
AVES-102243,1
Sitting On Perch; Then After Playback; Then Some W,1
AVES-071234,1
AVES-072138,1
AVES-094934,1
AVES-103330,1
AVES-100960,1
AVES-072358,1
vocalize; preen; walk,1
"Male Perched, Female Chased Male That Approached",1
In Response To Recordist'S Vocal Imitation (Crow-L,1
Calling On Ground,1
In Response To 2-Note Song,1
perched in tree,1
Probably Territorial,1
While Sitting On Nest; In Response To Bird W/ Food,1
3 Or 4 Birds Leapfrogging Thru Padaeng,1
with parents on sandbar and rocky shore at mouth of creek,1
preen; copulate,1
AVES-100596,1
call; mechanical sound; song; bill drumming; mate; advertise; forage; Social context: mixed; Social context: family,1
incubate; build nest,1
fly; Social context: flock; swim; land,1
call; scratch; perch; preen,1
perform visual display; song; preen; perch; wipe bill; perform courtship display,1
scold; walk; stand,1
call; walk; stretch; eat; run,1
hop; preen; perform courtship display; lek; perch; call,1
depart; perform courtship display; perch,1
"Perched & Foraging, Including Song To Playback",1
AVES-136292,1
AVES-074436,1
AVES-093060,1
AVES-092358,1
AVES-105400,1
AVES-054996,1
bleats,1
song; mechanical sound; advertise; lek,1
"Male Still On Territory, 10-20' High In Imm. Decid",1
Flock W/ Sentinel,1
AVES-102033,1
"2 Birds Present, In Response To Tape & To Recordis",1
"""Foraging Pair; """"Interested In Small Hole 30' Up""""""",1
High In Apple Tree,1
Part Crow Chasing Pileated Woodpecker From Nest Tr,1
"On Trees, Perched Near Potential Nest Site",1
"Breeding Conditions, Being Held In Hand, Female",1
Scolding Directed At Aphelocoma Coerulescens,1
About 25M Up In Canopy,1
Near Stake #47,1
AVES-074299,1
AVES-094874,1
AVES-103289,1
AVES-105850,1
AVES-094063,1
AVES-100995,1
AVES-101244,1
AVES-101248,1
AVES-102228,1
AVES-071707,1
AVES-105631,1
"In Flight, Then Perched In A Black Spruce",1
AVES-074783,1
AVES-100647,1
AVES-100100,1
AVES-094984,1
AVES-094324,1
AVES-075427,1
AVES-092733,1
AVES-072191,1
AVES-074049,1
AVES-071822,1
Variable Quality,1
"song tape recorded, mimics L. rubricata, tape 1995 41A: 0-374",1
taken with DJA 672,1
bird flew away silently and sailed around at a distance,1
mimicked song of Lagonosticta senegala.,1
"Song tape recorded, mimics L. rhodopareia, tape 33A",1
tape 1995 #13B,1
"mated?, 1 of a par",1
song by Kubani River,1
AVES-100508,1
? With Young,1
Group Cw 1,1
AVES-094868,1
AVES-102776,1
AVES-100886,1
AVES-094973,1
AVES-093897,1
AVES-102084,1
AVES-105393,1
AVES-101917,1
AVES-092790,1
AVES-101674,1
AVES-103388,1
AVES-094938,1
AVES-101375,1
AVES-101780,1
AVES-070084,1
AVES-093057,1
AVES-092502,1
AVES-100404,1
AVES-136473,1
AVES-101792,1
AVES-054865,1
Perched On Marker Stake,1
Perched On Limb At Edge Of Forest,1
"Foraging, Edge Of Clearing",1
AVES-075724,1
"Calling Near, At The Marsh",1
AVES-070010,1
AVES-074122,1
Foraging In Roadside Shrubbery,1
emit alarm; advertise; contact; court; call; song,1
AVES-075655,1
AVES-074504,1
depart; advertise; preen; counter singing; mechanical sound; arrive; defecate,1
sit on nest; carry food in bill; feed mate; feed young; remove fecal sac,1
call; mechanical sound; bill drumming; mate; forage; Social context: family,1
Foraging In Mesquite,1
surface dive; feed young,1
hop; perch; call; preen; arrive; depart,1
walk; hop; take flight,1
perch; displace,1
Flew But No Pause In Song,1
Aggression/defense; Locomotion,1
walk; call; ruffle; sit on nest,1
Tape 12A,1
20+ Individuals,1
3+ Birds,1
"Ca 50' Up In Partially Bare Tree, Flew Out Once To",1
Male Displaying & Chasing Female,1
Duet + On Tape,1
Working Through Shrubbery,1
AVES-074356,1
AVES-102046,1
AVES-101907,1
AVES-102701,1
AVES-100171,1
AVES-101626,1
AVES-101108,1
AVES-136441,1
AVES-059537,1
AVES-105630,1
AVES-100842,1
AVES-071801,1
AVES-105882,1
AVES-100861,1
AVES-072475,1
AVES-101121,1
AVES-101293,1
Call Notes By Disturbed Birds & Response To Playba,1
AVES-071786,1
AVES-100720,1
AVES-101169,1
AVES-100660,1
AVES-103636,1
AVES-072493,1
AVES-102881,1
AVES-075566,1
AVES-074959,1
AVES-102064,1
AVES-091505,1
AVES-072872,1
AVES-103154,1
AVES-094803,1
AVES-075093,1
AVES-075417,1
AVES-101040,1
AVES-101217,1
AVES-101531,1
AVES-101641,1
AVES-074052,1
near fresh water,1
flock of about 20,1
small colony of nests,1
"Flock Flying Straight & Fast Over Forest, Ca 150'",1
Perched In Olive Tree,1
Chasing Intruder,1
Birds Came Into Previous Recording Of Call,1
Yy/Y? Same Area,1
"Calls Uttered Just Before Landing, Flocks Coming I",1
In Hotel Garden,1
On Perch At Seato Lab,1
"14-15 In Trees, Flying Around, To Ground, Picking",1
20-30 feet in large trees,1
collected with mate,1
with a flock of Chickadees and Kinglets near an old bog,1
"Call not typical of species- low vibration, climb.",1
AVES-071246,1
AVES-059414,1
AVES-075378,1
AVES-071826,1
AVES-072672,1
AVES-094257,1
AVES-094894,1
walk; sit on nest; incubate; pant,1
Alone In Crown Of Pine,1
Singing In Hedgerow Along Dirt Road,1
Small Colony Chattering Around Nests,1
flew to neumanni call-site,1
taped song.,1
was banded o/o,1
preen; forage; swim,1
grunts; laughs; coughs,1
forage; walk; yawn,1
call; advertise; contact,1
Ca 3M Up In Tangle,1
take flight; depart; perch,1
20-Hz doublets; call; song,1
song; take flight; fly; land; perch; preen,1
surface dive; swim; preen; forage,1
lek; perform courtship display; hop,1
duet; dusk song; song,1
forage; preen; hop,1
plunge dive; swim,1
perform courtship display; preen; call; depart,1
Possibly Concerned About Nest,1
AVES-136538,1
AVES-136544,1
AVES-136493,1
AVES-094788,1
take flight; perch; call; bob,1
Social context: herd; walk; solicit copulation,1
take flight; preen; perch; land,1
establish parent young contact; beg; establish flock contact; forage,1
call; scold; fight,1
emit agonistic call; swallow; depart; fly; call; perch; eat,1
"In Dense Barranca, Two Calling Back & Forth",1
In Flight For Successive Calls,1
call; duet; court; mate,1
Sung From Low Oak Scrub,1
song; dusk song; duet; advertise,1
In Top Of Trees,1
Perched High Over Trail In Tree,1
